"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 18, 2020","912.12","913.62","916.88","910.12","-","-0.19%"
"Aug 17, 2020","913.88","901.38","917.38","901.38","-","1.42%"
"Aug 16, 2020","901.12","901.12","901.12","901.12","-","0.36%"
"Aug 14, 2020","897.88","896.88","899.25","894.12","-","0.11%"
"Aug 13, 2020","896.88","884.38","902.38","884.38","-","1.51%"
"Aug 12, 2020","883.50","873.12","883.62","867.25","-","1.16%"
"Aug 11, 2020","873.38","872.38","876.88","870.12","-","0.11%"
"Aug 10, 2020","872.38","867.88","875.62","865.38","-","0.49%"
"Aug 09, 2020","868.12","867.88","868.12","867.88","-","-0.36%"
"Aug 07, 2020","871.25","880.25","881.25","870.50","-","-1.02%"
"Aug 06, 2020","880.25","879.88","886.00","878.25","-","0.06%"
"Aug 05, 2020","879.75","883.62","884.38","879.75","-","-0.38%"
"Aug 04, 2020","883.12","894.12","894.25","881.00","-","-1.22%"
"Aug 03, 2020","894.00","898.50","903.00","889.25","-","-0.50%"
"Aug 02, 2020","898.50","891.75","900.50","891.75","-","0.14%"
"Jul 31, 2020","897.25","894.50","899.25","894.00","-","0.34%"
"Jul 30, 2020","894.25","890.38","894.25","884.25","-","0.22%"
"Jul 29, 2020","892.25","896.88","898.25","891.38","-","-0.49%"
"Jul 28, 2020","896.62","900.25","901.38","893.12","-","-0.40%"
"Jul 27, 2020","900.25","903.88","909.38","900.25","-","-0.39%"
"Jul 26, 2020","903.75","903.75","903.75","903.75","-","-0.18%"
"Jul 24, 2020","905.38","906.00","909.75","901.50","-","-0.07%"
"Jul 23, 2020","906.00","898.75","906.88","897.38","-","0.79%"
"Jul 22, 2020","898.88","896.12","901.12","892.12","-","0.33%"
"Jul 21, 2020","895.88","901.50","901.88","894.88","-","-0.69%"
"Jul 20, 2020","902.12","898.62","905.62","897.12","-","0.40%"
"Jul 17, 2020","898.50","893.50","898.75","892.62","-","0.57%"
"Jul 16, 2020","893.38","887.00","896.00","887.00","-","0.72%"
"Jul 15, 2020","887.00","879.12","887.62","877.62","-","0.90%"
"Jul 14, 2020","879.12","874.75","882.62","872.75","-","0.47%"
"Jul 13, 2020","875.00","882.25","884.62","870.62","-","-0.79%"
"Jul 12, 2020","882.00","886.75","886.75","882.00","-","-0.54%"
"Jul 10, 2020","886.75","895.88","900.50","883.75","-","-1.09%"
"Jul 09, 2020","896.50","894.12","904.25","892.75","-","0.29%"
"Jul 08, 2020","893.88","895.62","896.75","890.12","-","-0.24%"
"Jul 07, 2020","896.00","899.38","901.38","893.62","-","-0.33%"
"Jul 06, 2020","899.00","896.38","904.00","895.88","-","0.77%"
"Jul 02, 2020","892.12","893.75","898.00","890.25","-","-0.20%"
"Jul 01, 2020","893.88","884.00","898.50","883.00","-","1.15%"
"Jun 30, 2020","883.75","864.62","891.00","864.62","-","2.17%"
"Jun 29, 2020","865.00","864.38","869.62","860.00","-","0.07%"
"Jun 28, 2020","864.38","864.12","864.38","863.62","-","-0.16%"
"Jun 26, 2020","865.75","868.00","871.62","862.62","-","-0.26%"
"Jun 25, 2020","868.00","870.50","871.50","861.88","-","-0.29%"
"Jun 24, 2020","870.50","875.12","877.50","870.12","-","-0.53%"
"Jun 23, 2020","875.12","876.62","878.88","865.12","-","-0.14%"
"Jun 22, 2020","876.38","875.62","879.88","872.38","-","0.06%"
"Jun 19, 2020","875.88","873.12","880.38","871.62","-","0.29%"
"Jun 18, 2020","873.38","871.38","876.38","870.12","-","0.26%"
"Jun 17, 2020","871.12","866.88","875.62","860.25","-","0.49%"
"Jun 16, 2020","866.88","870.62","872.88","864.88","-","-0.36%"
"Jun 15, 2020","870.00","870.62","871.88","864.38","-","-0.10%"
"Jun 14, 2020","870.88","870.88","870.88","870.88","-","-0.11%"
"Jun 12, 2020","871.88","867.88","872.88","863.62","-","0.55%"
"Jun 11, 2020","867.12","864.88","869.62","861.12","-","0.13%"
"Jun 10, 2020","866.00","863.62","868.88","863.00","-","0.28%"
"Jun 09, 2020","863.62","863.88","866.62","856.62","-","-0.02%"
"Jun 08, 2020","863.75","869.38","871.38","861.62","-","-0.65%"
"Jun 07, 2020","869.38","869.38","869.38","869.38","-","0.13%"
"Jun 05, 2020","868.25","868.38","873.12","865.38","-","-0.01%"
"Jun 04, 2020","868.38","857.12","873.12","855.38","-","1.28%"
"Jun 03, 2020","857.38","852.25","858.00","851.25","-","0.59%"
"Jun 02, 2020","852.38","840.25","855.88","838.38","-","1.46%"
"Jun 01, 2020","840.12","843.88","848.88","834.12","-","-0.45%"
"May 31, 2020","843.88","844.00","844.00","843.88","-","0.40%"
"May 29, 2020","840.50","845.12","845.12","837.12","-","-0.72%"
"May 28, 2020","846.62","848.88","852.12","838.62","-","-0.31%"
"May 27, 2020","849.25","848.38","851.12","843.62","-","0.24%"
"May 26, 2020","847.25","832.62","849.12","832.62","-","1.76%"
"May 25, 2020","832.62","832.62","832.62","832.62","-","-0.11%"
"May 24, 2020","833.50","833.50","833.50","833.50","-","0.00%"
"May 22, 2020","833.50","835.62","839.38","828.62","-","-0.25%"
"May 21, 2020","835.62","846.62","848.38","833.88","-","-1.33%"
"May 20, 2020","846.88","842.75","849.38","842.38","-","0.46%"
"May 19, 2020","843.00","846.38","848.38","839.38","-","-0.40%"
"May 18, 2020","846.38","840.50","847.62","838.88","-","0.75%"
"May 17, 2020","840.12","840.12","840.12","840.12","-","0.33%"
"May 15, 2020","837.38","838.12","843.12","836.62","-","-0.10%"
"May 14, 2020","838.25","839.38","844.62","835.12","-","-0.16%"
"May 13, 2020","839.62","849.75","853.88","836.62","-","-1.48%"
"May 12, 2020","852.25","854.00","857.88","849.62","-","-0.20%"
"May 11, 2020","854.00","854.50","861.12","848.50","-","-0.06%"
"May 10, 2020","854.50","854.50","854.50","854.50","-","0.50%"
"May 08, 2020","850.25","844.38","856.62","843.62","-","0.71%"
"May 07, 2020","844.25","832.62","848.38","832.50","-","1.38%"
"May 06, 2020","832.75","839.62","841.88","831.62","-","-0.82%"
"May 05, 2020","839.62","837.88","840.88","833.62","-","0.49%"
"May 04, 2020","835.50","847.50","847.75","832.38","-","-1.47%"
"May 03, 2020","848.00","848.00","848.00","848.00","-","-0.09%"
"May 01, 2020","848.75","855.62","855.62","847.12","-","-0.72%"
"Apr 30, 2020","854.88","838.75","855.88","838.38","-","1.91%"
"Apr 29, 2020","838.88","831.12","840.62","830.12","-","0.87%"
"Apr 28, 2020","831.62","837.38","842.38","829.62","-","-0.69%"
"Apr 27, 2020","837.38","838.50","846.38","835.38","-","-0.12%"
"Apr 26, 2020","838.38","838.38","838.38","838.38","-","0.96%"
"Apr 24, 2020","830.38","840.50","843.50","827.50","-","-1.22%"
"Apr 23, 2020","840.62","835.12","848.38","833.75","-","0.67%"
"Apr 22, 2020","835.00","829.75","839.00","827.12","-","0.54%"
"Apr 21, 2020","830.50","825.50","833.38","808.38","-","0.58%"
"Apr 20, 2020","825.75","833.62","835.75","824.38","-","-0.94%"
"Apr 19, 2020","833.62","833.38","833.62","833.38","-","0.21%"
"Apr 17, 2020","831.88","839.62","842.62","831.75","-","-0.89%"
"Apr 16, 2020","839.38","841.25","846.75","835.38","-","-0.24%"
"Apr 15, 2020","841.38","847.75","852.38","838.88","-","-0.74%"
"Apr 14, 2020","847.62","854.75","856.50","845.88","-","-0.83%"
"Apr 13, 2020","854.75","864.62","869.88","850.62","-","-0.98%"
"Apr 10, 2020","863.25","863.25","863.25","863.25","-","-0.02%"
"Apr 09, 2020","863.38","855.62","866.88","853.88","-","0.89%"
"Apr 08, 2020","855.75","855.62","860.50","851.75","-","-0.03%"
"Apr 07, 2020","856.00","856.88","862.38","854.25","-","-0.01%"
"Apr 06, 2020","856.12","852.75","858.88","848.62","-","0.35%"
"Apr 05, 2020","853.12","853.12","853.12","853.12","-","-0.09%"
"Apr 03, 2020","853.88","859.75","864.62","850.38","-","-0.67%"
"Apr 02, 2020","859.62","864.62","869.88","857.12","-","-0.58%"
"Apr 01, 2020","864.62","885.62","886.88","860.88","-","-2.39%"
"Mar 31, 2020","885.75","882.75","887.38","875.88","-","0.35%"
"Mar 30, 2020","882.62","880.12","892.38","876.75","-","0.30%"
"Mar 29, 2020","880.00","880.00","880.00","880.00","-","-0.41%"
"Mar 27, 2020","883.62","878.38","888.62","875.12","-","0.63%"
"Mar 26, 2020","878.12","881.88","884.38","871.12","-","-0.48%"
"Mar 25, 2020","882.38","883.38","896.62","880.62","-","-0.21%"
"Mar 24, 2020","884.25","883.00","887.88","872.38","-","0.04%"
"Mar 23, 2020","883.88","859.88","885.12","858.62","-","2.76%"
"Mar 22, 2020","860.12","859.38","860.12","859.38","-","-0.38%"
"Mar 20, 2020","863.38","847.00","864.62","846.75","-","1.86%"
"Mar 19, 2020","847.62","829.75","855.62","825.12","-","2.03%"
"Mar 18, 2020","830.75","825.50","838.38","822.38","-","0.67%"
"Mar 17, 2020","825.25","824.88","832.50","822.12","-","0.08%"
"Mar 16, 2020","824.62","843.00","854.62","821.12","-","-2.14%"
"Mar 15, 2020","842.62","842.62","842.62","842.62","-","-0.56%"
"Mar 13, 2020","847.38","856.88","871.88","845.50","-","-1.14%"
"Mar 12, 2020","857.12","872.38","872.38","852.38","-","-1.72%"
"Mar 11, 2020","872.12","876.38","883.62","871.75","-","-0.46%"
"Mar 10, 2020","876.12","875.50","884.88","874.62","-","0.13%"
"Mar 09, 2020","875.00","883.50","883.50","867.12","-","-0.89%"
"Mar 08, 2020","882.88","882.88","882.88","882.88","-","-0.80%"
"Mar 06, 2020","890.00","897.00","899.88","888.62","-","-0.78%"
"Mar 05, 2020","897.00","907.25","912.25","894.88","-","-1.13%"
"Mar 04, 2020","907.25","904.25","910.88","903.50","-","0.33%"
"Mar 03, 2020","904.25","901.00","907.88","899.62","-","0.36%"
"Mar 02, 2020","901.00","891.88","904.38","890.62","-","0.88%"
"Feb 28, 2020","893.12","895.25","895.25","879.75","-","-0.24%"
"Feb 27, 2020","895.25","891.00","896.88","878.62","-","0.48%"
"Feb 26, 2020","891.00","888.25","898.88","885.12","-","0.31%"
"Feb 25, 2020","888.25","883.75","888.88","881.38","-","0.51%"
"Feb 24, 2020","883.75","895.88","895.88","879.38","-","-0.45%"
"Feb 21, 2020","887.75","892.75","902.00","887.62","-","-0.56%"
"Feb 20, 2020","892.75","897.50","897.88","891.38","-","-0.53%"
"Feb 19, 2020","897.50","891.50","898.25","885.12","-","0.67%"
"Feb 18, 2020","891.50","894.88","898.38","889.38","-","-0.11%"
"Feb 16, 2020","892.50","892.62","892.62","892.50","-","-0.04%"
"Feb 14, 2020","892.88","895.75","899.12","889.88","-","-0.32%"
"Feb 13, 2020","895.75","892.00","899.62","888.62","-","0.42%"
"Feb 12, 2020","892.00","885.00","892.88","881.62","-","0.79%"
"Feb 11, 2020","885.00","885.00","888.62","878.12","-","0.00%"
"Feb 10, 2020","885.00","883.62","889.75","879.62","-","0.27%"
"Feb 07, 2020","882.62","883.00","884.88","876.38","-","-0.04%"
"Feb 06, 2020","883.00","880.00","886.38","876.88","-","0.34%"
"Feb 05, 2020","880.00","879.75","887.88","878.12","-","0.03%"
"Feb 04, 2020","879.75","875.75","886.88","873.62","-","0.46%"
"Feb 03, 2020","875.75","871.12","878.62","868.88","-","0.36%"
"Jan 31, 2020","872.62","876.00","882.88","872.38","-","-0.39%"
"Jan 30, 2020","876.00","892.75","893.88","875.88","-","-1.88%"
"Jan 29, 2020","892.75","895.50","902.88","890.88","-","-0.31%"
"Jan 28, 2020","895.50","897.50","897.50","889.00","-","-0.22%"
"Jan 27, 2020","897.50","899.38","899.88","888.38","-","-0.51%"
"Jan 24, 2020","902.12","908.75","909.12","900.62","-","-0.73%"
"Jan 23, 2020","908.75","914.00","914.75","903.88","-","-0.57%"
"Jan 22, 2020","914.00","915.50","921.88","913.38","-","-0.16%"
"Jan 21, 2020","915.50","930.38","931.62","915.38","-","-1.48%"
"Jan 17, 2020","929.25","924.50","933.62","920.12","-","0.51%"
"Jan 16, 2020","924.50","929.50","930.38","922.00","-","-0.54%"
"Jan 15, 2020","929.50","941.75","943.38","928.38","-","-1.30%"
"Jan 14, 2020","941.75","941.25","948.38","938.62","-","0.05%"
"Jan 13, 2020","941.25","948.38","948.62","938.62","-","-0.50%"
"Jan 10, 2020","946.00","942.50","946.62","935.75","-","0.37%"
"Jan 09, 2020","942.50","946.75","954.50","939.38","-","-0.45%"
"Jan 08, 2020","946.75","944.00","950.62","938.12","-","0.29%"
"Jan 07, 2020","944.00","932.50","944.38","930.38","-","1.23%"
"Jan 06, 2020","932.50","929.00","936.62","928.62","-","0.53%"
"Jan 05, 2020","927.62","928.75","928.75","927.62","-","-0.23%"
"Jan 03, 2020","929.75","943.25","945.38","926.75","-","-1.43%"
"Jan 02, 2020","943.25","939.62","949.12","936.12","-","-0.03%"
"Jan 01, 2020","943.50","943.50","943.50","943.50","-","0.00%"
"Dec 31, 2019","943.50","939.25","943.50","933.88","-","0.45%"
"Dec 30, 2019","939.25","928.88","940.88","927.62","-","1.06%"
"Dec 29, 2019","929.38","929.50","929.50","929.38","-","-0.05%"
"Dec 27, 2019","929.88","937.50","941.38","928.88","-","-0.81%"
"Dec 26, 2019","937.50","937.88","939.88","936.88","-","0.05%"
"Dec 25, 2019","937.00","937.00","937.00","937.00","-","0.00%"
"Dec 24, 2019","937.00","933.00","937.62","929.12","-","0.43%"
"Dec 23, 2019","933.00","929.00","937.12","927.62","-","0.53%"
"Dec 20, 2019","928.12","925.00","929.88","924.12","-","0.34%"
"Dec 19, 2019","925.00","927.25","929.12","921.38","-","-0.24%"
"Dec 18, 2019","927.25","927.75","929.88","923.38","-","-0.05%"
"Dec 17, 2019","927.75","920.75","930.88","920.38","-","0.76%"
"Dec 16, 2019","920.75","912.88","922.62","912.88","-","1.50%"
"Dec 13, 2019","907.12","897.75","916.88","897.75","-","1.04%"
"Dec 12, 2019","897.75","892.25","901.62","888.38","-","0.60%"
"Dec 11, 2019","892.38","900.25","901.50","891.88","-","-0.87%"
"Dec 10, 2019","900.25","897.25","902.12","896.38","-","0.33%"
"Dec 09, 2019","897.25","891.62","903.38","889.88","-","1.31%"
"Dec 08, 2019","885.62","886.12","886.12","885.62","-","-0.39%"
"Dec 06, 2019","889.12","885.00","894.12","884.62","-","0.47%"
"Dec 05, 2019","885.00","878.25","888.62","877.62","-","0.77%"
"Dec 04, 2019","878.25","872.75","879.88","871.38","-","0.63%"
"Dec 03, 2019","872.75","872.50","875.62","868.38","-","0.03%"
"Dec 02, 2019","872.50","877.88","882.88","867.62","-","-0.47%"
"Dec 01, 2019","876.62","876.62","876.62","876.62","-","0.00%"
"Nov 29, 2019","876.62","884.62","884.62","876.12","-","-0.61%"
"Nov 27, 2019","882.00","884.50","887.38","881.38","-","-0.28%"
"Nov 26, 2019","884.50","892.25","894.88","882.88","-","-0.87%"
"Nov 25, 2019","892.25","898.12","902.62","892.12","-","-0.38%"
"Nov 24, 2019","895.62","895.75","895.75","895.62","-","-0.03%"
"Nov 22, 2019","895.88","900.62","903.38","895.62","-","-0.49%"
"Nov 21, 2019","900.25","904.50","909.12","900.25","-","-0.47%"
"Nov 20, 2019","904.50","911.50","915.88","904.38","-","-0.77%"
"Nov 19, 2019","911.50","910.25","917.12","910.12","-","0.14%"
"Nov 18, 2019","910.25","919.12","921.62","910.12","-","-0.86%"
"Nov 15, 2019","918.12","917.00","923.38","915.25","-","0.12%"
"Nov 14, 2019","917.00","915.25","917.38","910.88","-","0.19%"
"Nov 13, 2019","915.25","916.75","921.38","913.62","-","-0.16%"
"Nov 12, 2019","916.75","917.12","919.88","915.12","-","-0.05%"
"Nov 11, 2019","917.25","927.88","928.88","916.12","-","-1.40%"
"Nov 08, 2019","930.25","936.25","938.62","926.62","-","-0.64%"
"Nov 07, 2019","936.25","927.50","938.38","926.62","-","0.94%"
"Nov 06, 2019","927.50","934.25","935.75","927.12","-","-0.72%"
"Nov 05, 2019","934.25","938.00","940.88","932.12","-","-0.40%"
"Nov 04, 2019","938.00","935.12","942.12","932.62","-","0.16%"
"Nov 01, 2019","936.50","931.00","938.62","930.38","-","0.51%"
"Oct 31, 2019","931.75","930.62","935.38","925.12","-","0.08%"
"Oct 30, 2019","931.00","933.12","936.88","930.38","-","-0.16%"
"Oct 29, 2019","932.50","935.62","940.12","931.12","-","-0.43%"
"Oct 28, 2019","936.50","935.50","940.12","934.38","-","1.53%"
"Oct 25, 2019","922.38","933.62","937.38","919.62","-","-1.24%"
"Oct 24, 2019","934.00","933.75","938.88","932.88","-","-0.08%"
"Oct 23, 2019","934.75","933.88","938.62","927.88","-","0.08%"
"Oct 22, 2019","934.00","932.88","945.12","931.12","-","0.05%"
"Oct 21, 2019","933.50","931.62","939.88","930.38","-","0.05%"
"Oct 20, 2019","933.00","933.00","933.00","933.00","-","-0.09%"
"Oct 18, 2019","933.88","930.88","938.62","930.75","-","0.31%"
"Oct 17, 2019","931.00","927.88","940.62","927.38","-","0.27%"
"Oct 16, 2019","928.50","932.75","938.38","927.62","-","-0.51%"
"Oct 15, 2019","933.25","938.00","944.12","933.25","-","-0.69%"
"Oct 14, 2019","939.75","941.62","945.38","930.62","-","0.57%"
"Oct 11, 2019","934.38","924.12","939.12","923.62","-","1.29%"
"Oct 10, 2019","922.50","919.38","933.62","918.88","-","0.03%"
"Oct 09, 2019","922.25","918.88","931.38","918.50","-","0.33%"
"Oct 08, 2019","919.25","915.62","923.62","910.50","-","0.38%"
"Oct 07, 2019","915.75","917.12","919.62","911.62","-","0.00%"
"Oct 04, 2019","915.75","911.38","921.12","909.62","-","0.44%"
"Oct 03, 2019","911.75","912.75","918.62","908.12","-","-0.14%"
"Oct 02, 2019","913.00","916.88","918.62","911.88","-","-0.57%"
"Oct 01, 2019","918.25","904.12","919.88","903.38","-","1.55%"
"Sep 30, 2019","904.25","884.62","906.62","883.88","-","2.41%"
"Sep 27, 2019","883.00","887.88","889.12","881.62","-","-0.54%"
"Sep 26, 2019","887.75","888.12","895.38","886.88","-","-0.08%"
"Sep 25, 2019","888.50","893.88","897.50","885.38","-","-0.53%"
"Sep 24, 2019","893.25","892.38","898.88","890.62","-","0.22%"
"Sep 23, 2019","891.25","882.88","899.12","882.88","-","1.01%"
"Sep 20, 2019","882.38","893.00","893.38","880.88","-","-1.24%"
"Sep 19, 2019","893.50","889.38","894.88","886.38","-","0.51%"
"Sep 18, 2019","889.00","895.75","896.88","886.88","-","-0.64%"
"Sep 17, 2019","894.75","899.75","900.00","888.62","-","-0.50%"
"Sep 16, 2019","899.25","904.12","904.12","894.38","-","0.11%"
"Sep 13, 2019","898.25","894.62","903.38","893.12","-","0.39%"
"Sep 12, 2019","894.75","871.88","895.62","869.25","-","3.14%"
"Sep 11, 2019","867.50","872.88","873.12","864.12","-","-0.54%"
"Sep 10, 2019","872.25","859.62","874.62","857.38","-","1.69%"
"Sep 09, 2019","857.75","858.12","861.12","851.12","-","0.03%"
"Sep 08, 2019","857.50","857.50","857.50","857.50","-","0.00%"
"Sep 06, 2019","857.50","863.00","866.38","856.12","-","-0.49%"
"Sep 05, 2019","861.75","875.12","878.62","858.38","-","-1.46%"
