"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 07, 2020","274.25","274.75","277.25","272.75","0.02K","-0.09%"
"Aug 06, 2020","274.50","274.50","276.50","273.00","0.05K","-0.09%"
"Aug 05, 2020","274.75","272.75","276.00","272.75","0.03K","0.64%"
"Aug 04, 2020","273.00","277.50","278.25","272.00","0.05K","-1.36%"
"Aug 03, 2020","276.75","277.00","277.00","274.25","0.12K","0.18%"
"Jul 31, 2020","276.25","278.25","280.00","275.75","0.11K","-0.63%"
"Jul 30, 2020","278.00","283.50","283.50","277.00","0.12K","-1.42%"
"Jul 29, 2020","282.00","283.75","285.75","274.50","0.06K","-1.40%"
"Jul 28, 2020","286.00","285.25","288.00","285.00","0.08K","-0.26%"
"Jul 27, 2020","286.75","286.00","288.00","284.25","0.06K","0.44%"
"Jul 24, 2020","285.50","285.00","287.25","285.00","0.01K","0.35%"
"Jul 23, 2020","284.50","281.75","288.00","279.50","0.03K","1.34%"
"Jul 22, 2020","280.75","280.00","284.00","279.00","0.03K","0.63%"
"Jul 21, 2020","279.00","275.25","281.25","275.25","0.01K","0.18%"
"Jul 20, 2020","278.50","281.25","282.50","275.75","0.03K","-0.54%"
"Jul 17, 2020","280.00","280.00","283.25","278.25","0.01K","-1.23%"
"Jul 16, 2020","283.50","276.75","285.50","274.75","0.06K","2.62%"
"Jul 15, 2020","276.25","271.75","276.25","270.00","0.05K","-18.99%"
"Jul 14, 2020","341.00","273.40","277.60","266.10","-","0.00%"
"Jul 13, 2020","341.00","345.00","345.00","345.00","0.00K","0.52%"
"Jul 10, 2020","339.25","287.30","287.80","283.90","-","-0.51%"
"Jul 09, 2020","341.00","345.00","345.00","345.00","0.00K","-0.73%"
"Jul 08, 2020","343.50","345.00","345.00","345.00","0.00K","1.70%"
"Jul 07, 2020","337.75","340.00","345.00","340.00","0.03K","-0.59%"
"Jul 06, 2020","339.75","340.00","340.00","340.00","0.01K","0.37%"
"Jul 02, 2020","338.50","340.00","340.00","340.00","0.03K","0.37%"
"Jul 01, 2020","337.25","334.00","340.00","334.00","0.01K","1.12%"
"Jun 30, 2020","333.50","338.75","339.00","333.00","0.03K","-0.97%"
"Jun 29, 2020","336.75","329.00","339.00","324.75","0.24K","2.36%"
"Jun 26, 2020","329.00","312.00","329.00","312.00","0.15K","5.62%"
"Jun 25, 2020","311.50","305.00","323.00","304.50","0.18K","2.21%"
"Jun 24, 2020","304.75","303.50","309.00","303.00","0.22K","0.16%"
"Jun 23, 2020","304.25","301.50","309.75","300.50","0.38K","0.41%"
"Jun 22, 2020","303.00","306.00","308.00","301.50","0.24K","-0.98%"
"Jun 19, 2020","306.00","305.25","306.50","303.50","0.24K","0.00%"
"Jun 18, 2020","306.00","304.75","307.75","301.50","0.21K","0.33%"
"Jun 17, 2020","305.00","303.75","308.75","300.00","0.56K","0.74%"
"Jun 16, 2020","302.75","319.50","319.50","299.00","1.19K","-5.09%"
"Jun 15, 2020","319.00","316.75","319.50","315.00","0.38K","0.63%"
"Jun 12, 2020","317.00","319.75","322.75","315.00","0.43K","-0.63%"
"Jun 11, 2020","319.00","314.00","320.50","309.50","0.53K","1.75%"
"Jun 10, 2020","313.50","316.25","317.75","312.00","0.42K","-1.18%"
"Jun 09, 2020","317.25","314.75","321.50","307.00","0.75K","0.87%"
"Jun 08, 2020","314.50","330.00","330.00","310.25","1.00K","-4.19%"
"Jun 05, 2020","328.25","345.25","346.75","325.50","1.00K","-4.99%"
"Jun 04, 2020","345.50","331.75","350.00","331.00","0.84K","4.14%"
"Jun 03, 2020","331.75","326.75","333.75","326.75","0.33K","1.07%"
"Jun 02, 2020","328.25","329.75","330.75","325.00","0.29K","-0.45%"
"Jun 01, 2020","329.75","324.00","332.50","322.75","0.61K","1.70%"
"May 29, 2020","324.25","329.00","329.50","323.25","0.52K","-1.29%"
"May 28, 2020","328.50","326.75","330.00","325.50","0.36K","0.31%"
"May 27, 2020","327.50","330.50","335.25","326.25","0.72K","-1.13%"
"May 26, 2020","331.25","323.75","332.50","322.25","0.62K","2.40%"
"May 22, 2020","323.50","320.25","324.75","318.25","0.32K","1.17%"
"May 21, 2020","319.75","319.00","322.00","316.75","0.35K","0.55%"
"May 20, 2020","318.00","316.00","320.50","315.50","0.27K","0.71%"
"May 19, 2020","315.75","318.00","321.00","315.25","0.41K","-0.94%"
"May 18, 2020","318.75","313.00","323.00","309.50","0.73K","2.16%"
"May 15, 2020","312.00","305.00","320.00","303.00","0.87K","-3.11%"
"May 14, 2020","322.00","296.70","298.20","296.20","-","0.00%"
"May 13, 2020","322.00","297.60","299.50","293.80","-","0.39%"
"May 12, 2020","320.75","296.20","299.00","296.00","-","0.63%"
"May 11, 2020","318.75","294.80","298.00","294.50","-","1.03%"
"May 08, 2020","315.50","320.00","320.00","320.00","0.00K","0.08%"
"May 07, 2020","315.25","288.10","297.30","287.60","-","1.61%"
"May 06, 2020","310.25","292.70","292.80","286.70","-","-1.51%"
"May 05, 2020","315.00","290.60","293.90","288.30","-","0.00%"
"May 04, 2020","315.00","315.00","315.00","315.00","0.00K","1.86%"
"May 01, 2020","309.25","283.30","287.10","277.10","0.01K","0.73%"
"Apr 30, 2020","307.00","312.00","312.00","312.00","0.00K","0.16%"
"Apr 29, 2020","306.50","310.00","347.25","295.00","0.11K","0.25%"
"Apr 28, 2020","305.75","302.00","309.25","297.25","0.42K","0.25%"
"Apr 27, 2020","305.00","300.50","309.00","292.00","0.17K","0.66%"
"Apr 24, 2020","303.00","296.75","304.00","296.50","0.11K","2.71%"
"Apr 23, 2020","295.00","302.00","305.00","292.25","0.26K","-2.72%"
"Apr 22, 2020","303.25","298.50","303.50","295.75","0.19K","2.19%"
"Apr 21, 2020","296.75","291.00","298.50","288.75","0.32K","1.19%"
"Apr 20, 2020","293.25","289.25","294.50","286.00","0.24K","1.82%"
"Apr 17, 2020","288.00","288.75","289.50","284.00","0.22K","-0.43%"
"Apr 16, 2020","289.25","283.50","289.75","281.75","0.22K","1.31%"
"Apr 15, 2020","285.50","276.75","286.50","275.00","0.31K","2.98%"
"Apr 14, 2020","277.25","274.25","280.25","272.00","0.27K","0.91%"
"Apr 13, 2020","274.75","274.75","276.50","270.50","0.25K","0.18%"
"Apr 09, 2020","274.25","275.50","278.00","272.25","0.24K","-0.45%"
"Apr 08, 2020","275.50","274.50","276.25","270.00","0.29K","0.46%"
"Apr 07, 2020","274.25","272.25","277.00","268.50","0.28K","0.27%"
"Apr 06, 2020","273.50","274.00","279.00","268.00","0.35K","0.27%"
"Apr 03, 2020","272.75","264.50","277.50","263.00","0.62K","3.12%"
"Apr 02, 2020","264.50","261.50","264.50","259.00","0.22K","1.63%"
"Apr 01, 2020","260.25","264.00","265.25","259.00","0.33K","-1.51%"
"Mar 31, 2020","264.25","261.00","266.50","257.25","0.54K","1.05%"
"Mar 30, 2020","261.50","265.75","269.50","261.25","0.31K","-1.51%"
"Mar 27, 2020","265.50","262.00","269.75","260.25","0.24K","1.72%"
"Mar 26, 2020","261.00","266.25","266.25","258.00","0.29K","-1.88%"
"Mar 25, 2020","266.00","270.50","274.00","265.25","0.43K","-1.30%"
"Mar 24, 2020","269.50","270.00","270.50","267.25","0.28K","0.37%"
"Mar 23, 2020","268.50","265.25","269.75","257.50","-","2.48%"
"Mar 20, 2020","262.00","262.25","268.00","260.75","-","0.29%"
"Mar 19, 2020","261.25","256.00","272.50","256.00","-","2.35%"
"Mar 18, 2020","255.25","252.75","265.75","252.25","0.33K","0.69%"
"Mar 17, 2020","253.50","257.00","259.25","251.50","0.38K","-2.31%"
"Mar 16, 2020","259.50","267.25","268.75","248.25","0.69K","-3.60%"
"Mar 13, 2020","269.20","275.20","278.80","268.80","-","-1.97%"
"Mar 12, 2020","274.60","274.80","276.00","267.90","-","0.40%"
"Mar 11, 2020","273.50","276.70","278.40","272.20","-","-0.80%"
"Mar 10, 2020","275.70","268.40","280.90","268.00","-","3.03%"
"Mar 09, 2020","267.60","268.50","271.10","256.10","-","-0.37%"
"Mar 06, 2020","268.60","271.20","271.80","266.70","-","-0.78%"
"Mar 05, 2020","270.70","270.50","271.90","268.90","-","0.11%"
"Mar 04, 2020","270.40","264.10","271.00","263.80","-","4.81%"
"Mar 03, 2020","258.00","263.25","264.25","263.25","0.01K","-3.01%"
"Mar 02, 2020","266.00","273.70","273.80","265.60","-","-1.02%"
"Feb 28, 2020","268.75","279.25","279.25","273.75","0.00K","-1.74%"
"Feb 27, 2020","273.50","277.00","280.25","268.00","0.19K","-1.88%"
"Feb 26, 2020","278.75","284.50","286.50","276.50","0.32K","-2.19%"
"Feb 25, 2020","285.00","287.75","290.00","284.00","0.48K","-0.35%"
"Feb 24, 2020","286.00","294.25","296.25","285.50","0.41K","-3.38%"
"Feb 21, 2020","296.00","298.25","299.75","293.50","0.48K","-0.84%"
"Feb 20, 2020","298.50","304.50","304.50","297.50","0.48K","-0.91%"
"Feb 19, 2020","301.25","302.00","305.00","300.75","0.41K","-0.74%"
"Feb 18, 2020","303.50","296.50","304.75","295.00","0.79K","2.53%"
"Feb 14, 2020","296.00","296.50","297.75","293.75","0.31K","0.08%"
"Feb 13, 2020","295.75","301.75","302.50","294.25","0.63K","-2.71%"
"Feb 12, 2020","304.00","300.50","306.75","298.25","0.51K","1.59%"
"Feb 11, 2020","299.25","302.00","302.00","298.25","0.27K","-0.83%"
"Feb 10, 2020","301.75","303.00","303.50","297.75","0.47K","-0.41%"
"Feb 07, 2020","303.00","304.50","305.00","302.25","0.17K","-0.57%"
"Feb 06, 2020","304.75","305.75","306.00","302.75","0.30K","0.08%"
"Feb 05, 2020","304.50","308.00","309.75","304.00","0.30K","-1.14%"
"Feb 04, 2020","308.00","298.75","309.00","298.25","0.35K","2.58%"
"Feb 03, 2020","300.25","302.75","310.00","297.50","0.77K","-1.15%"
"Jan 31, 2020","303.75","306.00","307.75","302.25","0.57K","-0.57%"
"Jan 30, 2020","305.50","308.25","308.25","303.75","0.42K","-0.73%"
"Jan 29, 2020","307.75","309.00","309.00","306.50","0.24K","0.24%"
"Jan 28, 2020","307.00","302.50","312.00","299.75","0.64K","2.16%"
"Jan 27, 2020","300.50","303.75","305.25","298.75","0.51K","-0.91%"
"Jan 24, 2020","303.25","315.50","316.75","303.00","0.81K","-4.19%"
"Jan 23, 2020","316.50","314.00","317.00","312.25","0.33K","1.04%"
"Jan 22, 2020","313.25","314.75","315.00","311.50","0.21K","-0.48%"
"Jan 21, 2020","314.75","311.25","315.00","309.25","0.29K","0.96%"
"Jan 17, 2020","311.75","305.75","312.00","305.75","0.28K","2.05%"
"Jan 16, 2020","305.50","307.75","307.75","303.75","0.38K","-0.08%"
"Jan 15, 2020","305.75","311.75","314.25","303.25","0.52K","-2.32%"
"Jan 14, 2020","313.00","311.00","316.00","309.25","0.50K","0.64%"
"Jan 13, 2020","311.00","308.50","311.50","306.00","0.43K","0.81%"
"Jan 10, 2020","308.50","302.75","309.00","302.00","0.32K","2.15%"
"Jan 09, 2020","302.00","298.75","302.75","296.50","0.42K","1.00%"
"Jan 08, 2020","299.00","293.50","300.25","292.00","0.31K","1.96%"
"Jan 07, 2020","293.25","295.00","295.00","290.00","0.15K","-0.34%"
"Jan 06, 2020","294.25","290.00","295.00","287.75","0.15K","1.20%"
