,Date,Price,Open,High,Low,Vol.,Change %,direction
502,2019-01-23,60.77,61.15,61.45,60.3,10850.0,-0.0115,-1
503,2019-01-22,61.48,61.73,62.02,60.85,7870.0,0.0040999999999999995,1
504,2019-01-18,61.23,61.17,62.17,61.1,15080.0,0.0062,1
505,2019-01-17,60.85,60.08,61.2,59.12,16570.0,0.013300000000000001,1
506,2019-01-16,60.05,61.45,61.67,59.5,22140.0,-0.0338,-1
507,2019-01-15,62.15,62.25,63.6,61.48,22050.0,0.0049,1
508,2019-01-14,61.85,62.65,62.73,61.4,24990.0,-0.0128,-1
509,2019-01-11,62.65,63.38,63.7,62.42,30030.0,-0.0223,-1
510,2019-01-10,64.08,63.58,64.22,63.1,36160.0,0.0049,1
511,2019-01-09,63.77,62.4,64.1,62.38,31400.0,0.0187,1
512,2019-01-08,62.6,62.6,63.15,62.08,32490.000000000004,0.0113,1
513,2019-01-07,61.9,61.95,62.15,61.25,14090.0,-0.0008,-1
514,2019-01-04,61.95,62.77,62.95,61.4,16600.0,-0.0032,-1
515,2019-01-03,62.15,62.1,62.73,61.95,15370.0,0.0073,1
516,2019-01-02,61.7,61.38,63.42,61.25,25540.0,0.0118,1
517,2018-12-31,60.98,60.85,61.48,60.8,15860.0,0.0054,1
518,2018-12-28,60.65,60.95,61.2,60.55,12680.0,0.0012,1
519,2018-12-27,60.58,61.17,61.2,60.2,14740.0,0.0033,1
520,2018-12-26,60.38,60.9,61.33,60.25,12980.0,0.0013,1
521,2018-12-24,60.3,61.9,61.9,60.23,14990.0,-0.0134,-1
522,2018-12-21,61.12,63.25,63.25,61.02,19270.0,-0.0202,-1
523,2018-12-20,62.38,62.5,63.42,61.8,15890.0,-0.0051,-1
524,2018-12-19,62.7,62.73,63.52,62.2,12800.0,0.0008,1
525,2018-12-18,62.65,63.65,63.7,62.12,18190.0,-0.018500000000000003,-1
526,2018-12-17,63.83,64.33,64.4,63.02,17370.0,-0.0104,-1
527,2018-12-14,64.5,65.28,66.8,64.45,18310.0,0.177,1
528,2018-12-13,54.8,54.83,54.88,54.5,1940.0,0.0013,1
529,2018-12-12,54.73,54.7,54.8,54.38,2020.0,0.0051,1
530,2018-12-11,54.45,55.0,55.0,54.27,3280.0,-0.0051,-1
531,2018-12-10,54.73,54.35,55.1,54.35,4760.0,0.0088,1
532,2018-12-07,54.25,54.92,55.2,54.12,8650.0,-0.005,-1
533,2018-12-06,54.52,55.62,55.62,54.5,8770.0,-0.023799999999999998,-1
534,2018-12-05,55.85,56.6,56.6,55.8,8370.0,-0.0181,-1
535,2018-12-04,56.88,57.85,57.9,56.7,7120.0,-0.0196,-1
536,2018-12-03,58.02,58.65,58.88,57.12,7130.0,0.0024,1
537,2018-11-30,57.88,58.7,58.8,57.77,9650.0,-0.014499999999999999,-1
538,2018-11-29,58.73,58.25,59.25,58.15,9800.0,0.013500000000000002,1
539,2018-11-28,57.95,57.8,58.4,57.3,6020.0,0.0012,1
540,2018-11-27,57.88,57.73,58.35,56.7,8270.0,0.0084,1
541,2018-11-26,57.4,59.48,59.48,57.15,7450.0,-0.028399999999999998,-1
542,2018-11-23,59.08,58.8,59.75,58.4,5770.0,0.0139,1
543,2018-11-21,58.27,58.52,58.9,58.1,8320.0,-0.012,-1
544,2018-11-20,58.98,60.83,61.02,58.8,18350.0,-0.0334,-1
545,2018-11-19,61.02,60.25,61.42,59.62,23070.0,0.015600000000000001,1
546,2018-11-16,60.08,57.48,60.08,57.42,24320.0,0.0526,1
547,2018-11-15,57.08,57.17,57.88,56.77,16450.0,0.0014000000000000002,1
548,2018-11-14,57.0,56.75,58.2,56.75,21010.0,-0.0052,-1
549,2018-11-13,57.3,56.35,57.4,55.6,26810.0,0.013300000000000001,1
550,2018-11-12,56.55,55.7,57.9,55.23,32460.0,0.0134,1
551,2018-11-09,55.8,54.8,56.1,54.23,36560.0,0.0032,1
552,2018-11-08,55.62,55.15,55.75,54.38,35640.0,0.0018,1
553,2018-11-07,55.52,54.4,55.75,54.0,36720.0,0.0262,1
554,2018-11-06,54.1,56.52,56.83,54.1,27670.0,-0.0525,-1
555,2018-11-05,57.1,57.95,59.12,56.7,22750.0,-0.0175,-1
556,2018-11-02,58.12,57.77,58.6,57.25,19160.0,-0.0014000000000000002,-1
557,2018-11-01,58.2,57.83,59.08,56.75,25970.0,-0.0043,-1
558,2018-10-31,58.45,59.7,60.2,58.2,25700.0,-0.009300000000000001,-1
559,2018-10-30,59.0,59.52,59.88,58.7,25110.0,0.0025,1
560,2018-10-29,58.85,58.5,59.45,58.2,24460.0,0.0161,1
561,2018-10-26,57.92,56.92,58.08,56.77,18600.0,0.0203,1
562,2018-10-25,56.77,57.92,58.45,56.35,29840.0,-0.013000000000000001,-1
563,2018-10-24,57.52,55.1,57.52,55.1,22600.0,0.055,1
564,2018-10-23,54.52,53.75,55.4,53.38,20800.0,0.0254,1
565,2018-10-22,53.17,52.2,53.92,51.27,20480.0,0.0304,1
566,2018-10-19,51.6,52.9,53.95,51.5,22940.0,-0.0134,-1
567,2018-10-18,52.3,54.38,54.38,52.0,25760.0,-0.043899999999999995,-1
568,2018-10-17,54.7,56.15,56.75,54.55,26090.0,-0.0383,-1
569,2018-10-16,56.88,56.8,58.33,56.65,26000.0,0.0023,1
570,2018-10-15,56.75,55.25,57.6,55.25,22330.0,0.0318,1
571,2018-10-12,55.0,54.6,56.67,54.27,23070.0,-0.1991,-1
572,2018-10-11,68.67,68.8,68.8,68.3,1210.0,0.0029,1
573,2018-10-10,68.47,68.92,69.25,68.4,3080.0,-0.0040999999999999995,-1
574,2018-10-09,68.75,68.4,69.03,68.2,2610.0,0.0044,1
575,2018-10-08,68.45,68.9,69.12,68.38,3740.0,0.0037,1
576,2018-10-05,68.2,67.8,68.83,67.7,5760.0,0.0104,1
577,2018-10-04,67.5,66.8,67.95,66.75,6030.0,0.0004,1
578,2018-10-03,67.47,67.0,67.55,65.72,9300.0,0.0158,1
579,2018-10-02,66.42,64.5,66.75,64.25,8670.0,0.0258,1
580,2018-10-01,64.75,62.8,64.85,62.8,7130.0,0.0415,1
581,2018-09-28,62.17,61.88,62.92,61.55,8160.0,0.014199999999999999,1
582,2018-09-27,61.3,62.2,62.2,60.3,10780.0,-0.014499999999999999,-1
583,2018-09-26,62.2,62.8,63.02,61.9,10210.0,-0.0034999999999999996,-1
584,2018-09-25,62.42,61.65,62.73,61.4,10930.0,0.0233,1
585,2018-09-24,61.0,60.77,61.25,60.0,7700.0,0.0116,1
586,2018-09-21,60.3,61.5,61.73,59.9,9840.0,-0.0155,-1
587,2018-09-20,61.25,60.7,61.62,60.6,13500.0,0.0208,1
588,2018-09-19,60.0,59.77,60.4,59.12,14540.0,0.013999999999999999,1
589,2018-09-18,59.17,57.4,59.45,57.4,18510.0,0.0482,1
590,2018-09-17,56.45,56.33,56.77,54.2,27910.0,0.0039000000000000003,1
591,2018-09-14,56.23,56.33,56.88,55.48,28560.0,0.0101,1
592,2018-09-13,55.67,55.85,56.48,54.08,31390.0,-0.0023,-1
593,2018-09-12,55.8,54.65,56.48,54.08,37660.0,0.0242,1
594,2018-09-11,54.48,56.58,56.58,54.02,33250.0,-0.0263,-1
595,2018-09-10,55.95,56.4,57.25,55.85,36850.0,0.0054,1
596,2018-09-07,55.65,55.12,55.8,53.83,29460.0,0.012199999999999999,1
597,2018-09-06,54.98,53.27,54.98,52.83,25010.0,0.057699999999999994,1
598,2018-09-05,51.98,51.55,52.58,50.27,25740.0,0.0176,1
599,2018-09-04,51.08,51.65,51.95,50.15,33020.0,-0.1643,-1
600,2018-08-31,61.12,83.08,84.08,60.88,185610.0,0.2443,1
601,2018-08-30,49.12,51.35,52.12,48.92,26000.0,-0.0471,-1
602,2018-08-29,51.55,51.75,53.3,51.25,24970.0,-0.0087,-1
603,2018-08-28,52.0,55.6,55.65,51.65,28910.0,-0.0506,-1
604,2018-08-27,54.77,51.77,54.77,51.67,24170.0,0.0579,1
605,2018-08-24,51.77,50.65,52.25,50.17,21270.0,0.011699999999999999,1
606,2018-08-23,51.17,53.1,53.48,51.0,21340.0,-0.0453,-1
607,2018-08-22,53.6,55.1,55.3,53.4,22990.0,-0.046799999999999994,-1
608,2018-08-21,56.23,56.55,57.33,55.67,20150.0,-0.0044,-1
609,2018-08-20,56.48,59.15,59.5,55.98,31110.0,-0.0362,-1
610,2018-08-17,58.6,56.38,58.85,55.7,35000.0,0.0562,1
611,2018-08-16,55.48,53.55,55.48,53.55,22170.0,0.0572,1
612,2018-08-15,52.48,51.83,52.75,51.25,14650.0,0.012199999999999999,1
613,2018-08-14,51.85,51.65,52.92,51.5,17620.0,-0.0661,-1
614,2018-08-13,55.52,55.12,55.85,55.12,2850.0,0.0131,1
615,2018-08-10,54.8,55.15,55.62,54.7,1950.0,-0.0033,-1
616,2018-08-09,54.98,54.45,55.8,54.27,4560.0,0.0033,1
617,2018-08-08,54.8,55.35,55.42,54.4,4710.0,-0.0179,-1
618,2018-08-07,55.8,56.77,56.95,55.75,4750.0,-0.0141,-1
619,2018-08-06,56.6,58.45,58.7,56.4,5510.0,-0.0325,-1
620,2018-08-03,58.5,58.88,59.05,58.02,5960.0,-0.008100000000000001,-1
621,2018-08-02,58.98,59.88,59.9,58.67,5960.0,-0.021099999999999997,-1
622,2018-08-01,60.25,61.0,61.0,59.67,7700.0,-0.014199999999999999,-1
623,2018-07-31,61.12,62.7,62.7,60.88,10110.0,-0.0344,-1
624,2018-07-30,63.3,63.98,64.03,63.2,5690.0,-0.0055000000000000005,-1
625,2018-07-27,63.65,64.22,64.45,63.52,6650.0,-0.019299999999999998,-1
626,2018-07-26,64.9,65.95,66.88,64.6,11160.0,-0.0226,-1
627,2018-07-25,66.4,66.1,66.75,65.58,5720.0,0.013000000000000001,1
628,2018-07-24,65.55,66.53,66.83,65.3,12180.0,-0.0131,-1
629,2018-07-23,66.42,66.5,67.12,66.33,11370.0,-0.0005,-1
630,2018-07-20,66.45,66.6,67.05,65.65,12040.0,-0.011899999999999999,-1
631,2018-07-19,67.25,67.53,68.47,66.85,17310.0,0.0007000000000000001,1
632,2018-07-18,67.2,68.15,68.22,67.1,19240.0,-0.0103,-1
633,2018-07-17,67.9,69.72,69.97,67.72,20050.0,-0.018799999999999997,-1
634,2018-07-16,69.2,70.1,70.78,69.08,16030.000000000002,-0.13449999999999998,-1
635,2018-07-13,79.95,79.92,80.03,79.85,1660.0,0.0,0
636,2018-07-12,79.95,80.25,80.25,79.88,2580.0,0.0021,1
637,2018-07-11,79.78,79.8,79.95,79.35,3450.0,0.0034999999999999996,1
638,2018-07-10,79.5,80.72,80.72,79.45,4210.0,-0.009000000000000001,-1
639,2018-07-09,80.22,81.88,81.88,80.1,4190.0,-0.0143,-1
640,2018-07-06,81.38,82.75,82.85,81.25,5750.0,-0.023,-1
641,2018-07-05,83.3,83.9,83.92,83.0,3630.0,-0.005,-1
642,2018-07-03,83.72,83.5,84.08,83.3,4550.0,0.0063,1
643,2018-07-02,83.2,83.08,83.42,81.85,8060.000000000001,0.0039000000000000003,1
644,2018-06-29,82.88,80.42,83.3,80.4,8770.0,0.0217,1
645,2018-06-28,81.12,80.4,81.28,80.05,6720.0,0.011200000000000002,1
646,2018-06-27,80.22,79.55,80.47,79.12,6810.0,0.0139,1
647,2018-06-26,79.12,78.42,80.0,78.4,9210.0,0.013300000000000001,1
648,2018-06-25,78.08,79.2,79.3,77.97,7130.0,-0.0219,-1
649,2018-06-22,79.83,80.25,80.35,79.15,7210.0,-0.008,-1
650,2018-06-21,80.47,79.97,80.65,79.58,10230.0,0.0055000000000000005,1
651,2018-06-20,80.03,81.95,82.38,79.55,12050.0,-0.0226,-1
652,2018-06-19,81.88,82.6,82.92,81.5,18420.0,-0.022000000000000002,-1
653,2018-06-18,83.72,82.05,83.83,81.95,16640.0,0.0245,1
654,2018-06-15,81.72,81.47,83.0,80.88,21350.0,0.0012,1
655,2018-06-14,81.62,82.8,83.17,81.25,18640.0,0.0077,1
656,2018-06-13,81.0,80.7,81.1,80.6,2690.0,0.0058,1
657,2018-06-12,80.53,80.5,80.65,80.08,2430.0,0.004699999999999999,1
658,2018-06-11,80.15,80.3,80.62,79.62,3550.0,0.0034000000000000002,1
659,2018-06-08,79.88,79.0,80.12,79.0,5660.0,0.0189,1
660,2018-06-07,78.4,78.75,78.9,78.12,4310.0,0.0029,1
661,2018-06-06,78.17,77.17,78.5,77.05,7370.0,0.021400000000000002,1
662,2018-06-05,76.53,76.72,77.2,76.05,8420.0,-0.013500000000000002,-1
663,2018-06-04,77.58,77.55,77.7,76.42,6300.0,-0.0003,-1
664,2018-06-01,77.6,77.3,77.9,76.33,8630.0,0.0128,1
665,2018-05-31,76.62,77.0,77.7,75.3,10250.0,-0.0092,-1
666,2018-05-30,77.33,75.97,77.38,75.88,9560.0,0.0219,1
667,2018-05-29,75.67,74.6,76.0,74.6,8060.000000000001,0.019799999999999998,1
668,2018-05-25,74.2,74.67,74.85,74.08,6170.0,-0.0084,-1
669,2018-05-24,74.83,74.28,75.0,73.78,6920.0,0.0031,1
670,2018-05-23,74.6,73.25,75.22,73.25,17300.0,0.0202,1
671,2018-05-22,73.12,73.38,73.58,72.55,12070.0,-0.011899999999999999,-1
672,2018-05-21,74.0,75.2,75.35,72.97,15510.0,-0.009399999999999999,-1
673,2018-05-18,74.7,76.47,76.55,74.33,18700.0,-0.0231,-1
674,2018-05-17,76.47,75.62,76.72,75.4,24860.0,0.0075,1
675,2018-05-16,75.9,75.08,76.03,74.75,19180.0,0.0158,1
676,2018-05-15,74.72,76.22,76.3,74.08,22610.0,-0.018799999999999997,-1
677,2018-05-14,76.15,75.53,76.5,75.35,17100.0,0.16620000000000001,1
678,2018-05-11,65.3,65.67,65.75,65.08,690.0,-0.0026,-1
679,2018-05-10,65.47,66.0,66.05,65.45,420.0,-0.0068000000000000005,-1
680,2018-05-09,65.92,66.5,66.5,65.75,500.0,-0.0042,-1
681,2018-05-08,66.2,66.38,66.78,65.95,390.0,0.0018,1
682,2018-05-07,66.08,66.78,66.9,66.03,640.0,-0.0149,-1
683,2018-05-04,67.08,66.55,67.2,66.15,730.0,0.0,0
684,2018-05-03,67.08,67.0,68.12,67.0,520.0,0.0027,1
685,2018-05-02,66.9,67.78,68.0,66.8,370.0,-0.008199999999999999,-1
686,2018-05-01,67.45,66.47,67.78,66.3,360.0,0.0173,1
687,2018-04-30,66.3,65.95,66.8,65.58,250.0,0.003,1
688,2018-04-27,66.1,67.3,67.67,66.0,430.0,-0.0183,-1
689,2018-04-26,67.33,68.0,68.25,67.08,280.0,-0.0178,-1
690,2018-04-25,68.55,67.05,68.7,66.7,400.0,0.0163,1
691,2018-04-24,67.45,67.7,68.2,66.83,610.0,-0.008100000000000001,-1
692,2018-04-23,68.0,69.42,69.42,67.75,470.0,-0.0279,-1
693,2018-04-20,69.95,70.15,70.75,69.9,340.0,-0.0029,-1
694,2018-04-19,70.15,69.97,70.35,69.38,320.0,0.0043,1
695,2018-04-18,69.85,68.0,69.97,67.85,700.0,0.0287,1
696,2018-04-17,67.9,68.4,68.7,67.6,270.0,-0.004,-1
697,2018-04-16,68.17,69.2,69.5,68.0,430.0,-0.022000000000000002,-1
698,2018-04-13,69.7,69.55,70.12,67.5,400.0,0.2836,1
699,2018-04-12,54.3,53.75,54.38,53.6,3550.0,0.018799999999999997,1
700,2018-04-11,53.3,53.8,53.9,53.27,3710.0,-0.0037,-1
701,2018-04-10,53.5,53.25,54.1,53.25,4880.0,0.0113,1
702,2018-04-09,52.9,52.25,53.23,52.0,4890.0,0.015,1
703,2018-04-06,52.12,52.65,52.7,52.05,4780.0,-0.0063,-1
704,2018-04-05,52.45,53.17,53.33,52.33,6310.0,-0.011899999999999999,-1
705,2018-04-04,53.08,51.75,53.62,50.48,9420.0,0.0273,1
706,2018-04-03,51.67,54.35,54.4,51.35,10890.0,-0.0479,-1
707,2018-04-02,54.27,56.5,56.7,54.25,5750.0,-0.0521,-1
708,2018-03-29,57.25,57.05,57.5,56.9,7260.0,0.0058,1
709,2018-03-28,56.92,56.85,57.4,56.75,10020.0,-0.0144,-1
710,2018-03-27,57.75,58.0,58.23,57.52,6610.0,-0.004699999999999999,-1
711,2018-03-26,58.02,58.83,59.1,57.95,7210.0,-0.0068000000000000005,-1
712,2018-03-23,58.42,60.33,60.75,58.4,12980.0,-0.047400000000000005,-1
713,2018-03-22,61.33,62.62,62.73,60.85,11430.0,-0.02,-1
714,2018-03-21,62.58,63.6,63.6,62.52,12930.0,-0.0106,-1
715,2018-03-20,63.25,63.27,63.85,62.83,11850.0,0.0016,1
716,2018-03-19,63.15,65.25,65.25,62.98,19580.0,-0.0351,-1
717,2018-03-16,65.45,65.7,66.53,65.38,20870.0,-0.0040999999999999995,-1
718,2018-03-15,65.72,66.4,66.83,65.67,21770.0,-0.0173,-1
719,2018-03-14,66.88,67.45,67.72,66.62,20600.0,-0.0124,-1
720,2018-03-13,67.72,67.67,68.85,67.42,30590.0,0.0007000000000000001,1
721,2018-03-12,67.67,67.5,67.83,66.53,25260.0,-0.0027,-1
722,2018-03-09,67.85,67.75,68.3,67.0,28950.0,-0.0034000000000000002,-1
723,2018-03-08,68.08,67.17,68.17,66.62,32940.0,0.0040999999999999995,1
724,2018-03-07,67.8,68.08,68.33,66.42,34020.0,-0.0059,-1
725,2018-03-06,68.2,69.28,69.33,68.12,20920.0,-0.0087,-1
726,2018-03-05,68.8,67.92,69.1,67.65,17960.0,0.0181,1
727,2018-03-02,67.58,67.45,68.0,66.9,21360.0,0.0091,1
728,2018-03-01,66.97,67.5,67.83,66.88,20880.0,-0.0037,-1
729,2018-02-28,67.22,69.4,69.5,67.12,38960.0,-0.039,-1
730,2018-02-27,69.95,70.08,70.67,69.8,20370.0,0.0,0
731,2018-02-26,69.95,71.15,71.95,69.9,21410.0,-0.02,-1
732,2018-02-23,71.38,71.3,71.78,70.88,14090.0,0.0014000000000000002,1
733,2018-02-22,71.28,69.83,71.55,69.47,21240.0,0.0197,1
734,2018-02-21,69.9,69.88,70.55,69.12,17820.0,0.0101,1
735,2018-02-20,69.2,68.47,70.03,68.3,24560.0,0.0154,1
736,2018-02-16,68.15,69.42,69.45,68.03,22440.0,-0.0225,-1
737,2018-02-15,69.72,70.72,71.25,69.62,18860.0,-0.0132,-1
738,2018-02-14,70.65,69.65,71.28,69.08,20210.0,-0.0368,-1
739,2018-02-13,73.35,73.3,73.45,73.1,1830.0,0.0037,1
740,2018-02-12,73.08,73.3,73.4,73.05,2430.0,-0.0012,-1
741,2018-02-09,73.17,73.67,73.97,73.1,3370.0,-0.0031,-1
742,2018-02-08,73.4,73.85,73.85,73.33,4240.0,-0.0060999999999999995,-1
743,2018-02-07,73.85,74.75,74.75,73.8,5340.0,-0.012,-1
744,2018-02-06,74.75,75.5,75.5,74.08,9200.0,-0.014199999999999999,-1
745,2018-02-05,75.83,75.45,75.9,75.0,4250.0,0.0084,1
746,2018-02-02,75.2,75.15,75.4,74.55,5220.0,0.0049,1
747,2018-02-01,74.83,73.75,74.95,73.7,5970.0,0.022000000000000002,1
748,2018-01-31,73.22,72.75,73.5,72.67,6080.0,0.0106,1
749,2018-01-30,72.45,72.6,72.72,72.05,7580.0,0.0007000000000000001,1
750,2018-01-29,72.4,72.65,73.12,72.35,4680.0,0.0017000000000000001,1
751,2018-01-26,72.28,72.7,73.12,72.17,5060.0,-0.0026,-1
752,2018-01-25,72.47,73.33,73.72,72.15,8140.000000000001,-0.0062,-1
753,2018-01-24,72.92,72.3,73.3,71.85,8610.0,0.009300000000000001,1
754,2018-01-23,72.25,72.17,72.78,71.53,11660.0,0.0063,1
755,2018-01-22,71.8,72.28,72.28,71.65,7470.0,-0.0039000000000000003,-1
756,2018-01-19,72.08,73.05,73.15,72.0,13060.0,-0.013300000000000001,-1
757,2018-01-18,73.05,72.88,73.35,72.38,15640.0,0.0045000000000000005,1
758,2018-01-17,72.72,73.65,73.7,72.53,15180.0,-0.016,-1
759,2018-01-16,73.9,72.08,74.25,72.05,20010.0,0.032400000000000005,1
760,2018-01-12,71.58,71.0,71.83,70.95,23460.0,0.0086,1
761,2018-01-11,70.97,72.5,72.5,70.72,30250.0,-0.0215,-1
762,2018-01-10,72.53,73.5,73.67,71.58,33380.0,-0.0087,-1
763,2018-01-09,73.17,73.33,73.45,72.45,27390.0,0.0027,1
764,2018-01-08,72.97,71.67,73.4,71.67,30820.0,0.0217,1
765,2018-01-05,71.42,71.5,71.65,70.9,13320.0,0.0006,1
766,2018-01-04,71.38,71.45,71.8,70.83,16430.0,0.0046,1
767,2018-01-03,71.05,71.1,71.2,70.2,18300.0,0.004699999999999999,1
768,2018-01-02,70.72,72.0,72.0,70.67,19310.0,-0.0148,-1
769,2017-12-29,71.78,71.75,72.45,71.58,,0.0032,1
770,2017-12-28,71.55,71.1,71.85,70.7,15190.0,0.0073,1
771,2017-12-27,71.03,71.53,71.95,70.3,19200.0,-0.006999999999999999,-1
772,2017-12-26,71.53,70.25,71.67,69.9,14810.0,0.0223,1
773,2017-12-22,69.97,68.9,70.12,68.42,13050.0,0.0203,1
774,2017-12-21,68.58,68.6,69.3,68.15,12420.0,0.0029,1
775,2017-12-20,68.38,67.4,68.67,66.83,15450.0,0.022099999999999998,1
776,2017-12-19,66.9,67.58,67.9,66.78,13680.0,-0.0074,-1
777,2017-12-18,67.4,68.85,69.92,67.3,19760.0,-0.0165,-1
778,2017-12-15,68.53,67.53,68.62,67.17,15340.0,0.013500000000000002,1
779,2017-12-14,67.62,66.25,68.7,66.25,19580.0,0.0574,1
780,2017-12-13,63.95,63.83,64.08,63.65,2910.0,0.0031,1
781,2017-12-12,63.75,63.73,63.92,63.6,3010.0,0.0024,1
782,2017-12-11,63.6,63.9,64.05,63.52,3090.0,-0.0011,-1
783,2017-12-08,63.67,63.8,64.1,63.55,4070.0000000000005,0.0014000000000000002,1
784,2017-12-07,63.58,63.98,64.3,63.5,5780.0,-0.0039000000000000003,-1
785,2017-12-06,63.83,64.55,64.58,63.75,5620.0,-0.006999999999999999,-1
786,2017-12-05,64.28,65.08,65.08,63.95,5720.0,-0.0103,-1
787,2017-12-04,64.95,65.42,65.65,64.42,8490.0,-0.0051,-1
788,2017-12-01,65.28,64.6,65.7,64.4,7120.0,0.015600000000000001,1
789,2017-11-30,64.28,65.4,65.8,64.15,8750.0,-0.0123,-1
790,2017-11-29,65.08,66.1,66.3,64.85,8370.0,-0.0102,-1
791,2017-11-28,65.75,64.5,65.95,64.17,10630.0,0.0189,1
792,2017-11-27,64.53,63.67,64.65,63.6,7760.0,0.0202,1
793,2017-11-24,63.25,63.2,63.67,63.12,5140.0,0.0067,1
794,2017-11-22,62.83,61.25,62.9,60.95,9260.0,0.0351,1
795,2017-11-21,60.7,62.45,62.73,60.58,10260.0,-0.0213,-1
796,2017-11-20,62.02,60.83,62.42,60.77,14450.0,0.0226,1
797,2017-11-17,60.65,60.2,62.1,60.0,16450.0,0.0092,1
798,2017-11-16,60.1,61.42,61.55,59.88,17830.0,-0.0167,-1
799,2017-11-15,61.12,60.27,61.23,59.25,24660.0,0.019,1
800,2017-11-14,59.98,62.4,62.4,59.9,25610.0,-0.037200000000000004,-1
801,2017-11-13,62.3,62.58,62.92,61.92,28350.0,-0.0029,-1
802,2017-11-10,62.48,63.1,63.1,62.15,30070.0,-0.0109,-1
803,2017-11-09,63.17,63.58,63.9,62.62,32200.000000000004,-0.006,-1
804,2017-11-08,63.55,64.12,64.25,63.35,30050.0,-0.0058,-1
805,2017-11-07,63.92,64.6,64.6,63.6,28330.0,-0.0108,-1
806,2017-11-06,64.62,65.08,65.15,64.42,19560.0,-0.0074,-1
807,2017-11-03,65.1,66.05,66.3,64.78,20560.0,-0.0106,-1
808,2017-11-02,65.8,66.47,66.47,65.3,25450.0,-0.012,-1
809,2017-11-01,66.6,67.95,68.0,66.3,28660.0,-0.0206,-1
810,2017-10-31,68.0,65.62,68.17,65.42,35290.0,0.0434,1
811,2017-10-30,65.17,64.45,65.3,64.33,17310.0,0.011200000000000002,1
812,2017-10-27,64.45,65.0,65.15,63.67,18540.0,-0.0092,-1
813,2017-10-26,65.05,64.62,65.55,64.1,21980.0,0.009000000000000001,1
814,2017-10-25,64.47,63.88,64.67,63.67,16010.000000000002,0.0069,1
815,2017-10-24,64.03,63.5,64.38,62.95,18720.0,0.008,1
816,2017-10-23,63.52,64.9,65.33,63.45,19110.0,-0.020499999999999997,-1
817,2017-10-20,64.85,64.28,64.92,63.9,19470.0,0.009300000000000001,1
818,2017-10-19,64.25,64.0,64.65,63.6,18440.0,0.0078000000000000005,1
819,2017-10-18,63.75,62.3,63.8,62.3,21050.0,0.0254,1
820,2017-10-17,62.17,64.0,64.5,61.98,21120.0,-0.024,-1
821,2017-10-16,63.7,62.5,63.88,62.3,19500.0,0.0241,1
822,2017-10-13,62.2,61.75,62.4,61.52,11500.0,0.024700000000000003,1
823,2017-10-12,60.7,61.48,61.5,60.6,3190.0,-0.009000000000000001,-1
824,2017-10-11,61.25,60.75,61.27,60.4,3720.0,0.0179,1
825,2017-10-10,60.17,59.67,60.4,59.58,3250.0,0.0195,1
826,2017-10-09,59.02,59.33,59.7,58.85,4340.0,-0.0025,-1
827,2017-10-06,59.17,61.38,61.38,59.1,5420.0,-0.0287,-1
828,2017-10-05,60.92,60.67,61.75,60.62,6850.0,0.0098,1
829,2017-10-04,60.33,60.5,61.05,59.83,7630.0,0.0075,1
830,2017-10-03,59.88,58.08,60.25,58.08,21760.0,0.045899999999999996,1
831,2017-10-02,57.25,55.85,57.92,55.65,11030.0,0.0334,1
832,2017-09-29,55.4,55.4,56.38,55.27,9870.0,-0.0027,-1
833,2017-09-28,55.55,55.58,56.17,55.45,8400.0,0.0027,1
834,2017-09-27,55.4,55.4,56.2,54.92,12410.0,0.0027,1
835,2017-09-26,55.25,56.52,56.58,55.02,12710.0,-0.0192,-1
836,2017-09-25,56.33,55.6,56.9,55.38,8780.0,0.0113,1
837,2017-09-22,55.7,56.38,56.65,55.67,14140.0,-0.028399999999999998,-1
838,2017-09-21,57.33,58.55,58.55,57.08,16790.0,-0.0225,-1
839,2017-09-20,58.65,59.35,59.6,58.48,27200.0,-0.0245,-1
840,2017-09-19,60.12,60.02,60.8,59.65,20290.0,0.002,1
841,2017-09-18,60.0,60.38,60.88,59.8,20700.0,-0.0161,-1
842,2017-09-15,60.98,58.6,61.2,58.5,30430.0,0.0332,1
843,2017-09-14,59.02,59.48,60.1,58.6,27210.0,-0.009399999999999999,-1
844,2017-09-13,59.58,58.83,59.98,58.25,37310.0,0.0022,1
845,2017-09-12,59.45,60.73,60.92,59.23,34900.0,-0.0346,-1
846,2017-09-11,61.58,61.83,62.27,61.25,26820.0,-0.0092,-1
847,2017-09-08,62.15,61.2,62.95,61.08,26610.0,0.011399999999999999,1
848,2017-09-07,61.45,62.83,63.05,61.33,27510.0,-0.033,-1
849,2017-09-06,63.55,64.0,64.35,63.25,22810.0,-0.0031,-1
850,2017-09-05,63.75,62.08,64.45,61.88,30420.0,0.0374,1
851,2017-09-01,61.45,61.3,62.58,61.17,22250.0,0.0008,1
852,2017-08-31,61.4,61.67,62.6,61.27,29370.0,0.0008,1
853,2017-08-30,61.35,60.4,61.7,60.15,23730.0,0.018600000000000002,1
854,2017-08-29,60.23,61.62,61.75,59.83,20620.0,-0.0226,-1
855,2017-08-28,61.62,62.77,63.0,61.58,19350.0,-0.0231,-1
856,2017-08-25,63.08,63.92,64.3,62.77,19150.0,-0.0108,-1
857,2017-08-24,63.77,63.55,64.03,62.62,22440.0,0.0034999999999999996,1
858,2017-08-23,63.55,63.6,63.77,62.77,22210.0,-0.0052,-1
