,Date,Price,Open,High,Low,Vol.,Change %,direction
144,2020-06-18,49.9,49.38,50.28,48.97,8220.0,0.005,1
145,2020-06-17,49.65,48.5,49.85,48.17,11480.0,0.0,0
146,2020-06-16,49.65,51.78,51.8,48.92,19310.0,-0.050199999999999995,-1
147,2020-06-15,52.28,51.25,53.08,51.25,13340.0,0.08789999999999999,1
148,2020-06-12,48.05,47.92,48.22,47.83,700.0,0.0016,1
149,2020-06-11,47.97,48.03,48.08,47.85,1650.0,0.0026,1
150,2020-06-10,47.85,47.88,48.15,47.72,1590.0,-0.004699999999999999,-1
151,2020-06-09,48.08,48.08,48.58,47.78,2170.0,-0.0103,-1
152,2020-06-08,48.58,47.0,48.7,46.85,2770.0,0.023700000000000002,1
153,2020-06-05,47.45,48.45,48.78,47.28,3040.0,-0.020099999999999996,-1
154,2020-06-04,48.42,48.53,48.9,46.45,7650.0,-0.0046,-1
155,2020-06-03,48.65,51.33,51.45,48.65,6940.0,-0.0716,-1
156,2020-06-02,52.4,54.03,54.4,52.08,6910.0,-0.0403,-1
157,2020-06-01,54.6,55.28,55.85,54.45,5340.0,-0.039599999999999996,-1
158,2020-05-29,56.85,56.45,56.92,55.92,5700.0,-0.0013,-1
159,2020-05-28,56.92,58.67,58.8,56.65,7600.0,-0.054000000000000006,-1
160,2020-05-27,60.17,60.1,62.0,60.05,6530.0,-0.0054,-1
161,2020-05-26,60.5,59.3,61.3,58.8,6860.0,0.029300000000000003,1
162,2020-05-22,58.78,59.03,59.72,58.55,5040.0,-0.0097,-1
163,2020-05-21,59.35,57.03,59.42,56.95,8180.0,0.0435,1
164,2020-05-20,56.88,56.05,57.05,55.75,5810.0,0.004,1
165,2020-05-19,56.65,57.6,58.65,56.55,6190.0,-0.0173,-1
166,2020-05-18,57.65,58.5,58.8,57.1,9450.0,-0.0039000000000000003,-1
167,2020-05-15,57.88,58.22,59.4,57.75,11610.0,-0.1573,-1
168,2020-05-14,68.68,68.25,68.75,67.9,240.0,0.009899999999999999,1
169,2020-05-13,68.0,67.5,68.28,67.25,710.0,-0.0004,-1
170,2020-05-12,68.03,67.57,68.07,67.32,460.0,0.0256,1
171,2020-05-11,66.32,67.1,67.75,66.22,1160.0,-0.014499999999999999,-1
172,2020-05-08,67.3,68.25,68.7,67.2,490.0,-0.0218,-1
173,2020-05-07,68.8,67.93,68.95,65.55,800.0,0.0103,1
174,2020-05-06,68.1,66.97,68.2,66.5,770.0,0.029500000000000002,1
175,2020-05-05,66.15,66.5,67.4,65.0,1300.0,-0.0233,-1
176,2020-05-04,67.72,65.88,68.25,65.43,1270.0,0.0771,1
177,2020-05-01,62.88,60.92,62.88,60.92,660.0,0.0634,1
178,2020-04-30,59.13,57.42,59.47,57.4,1010.0,0.0506,1
179,2020-04-29,56.28,57.08,57.78,55.85,1070.0,0.0223,1
180,2020-04-28,55.05,57.08,59.0,54.0,1660.0,-0.0218,-1
181,2020-04-27,56.28,54.3,56.28,53.8,1360.0,0.07139999999999999,1
182,2020-04-24,52.53,52.13,53.72,51.7,1290.0,0.0304,1
183,2020-04-23,50.97,47.97,50.97,47.97,2060.0,0.0794,1
184,2020-04-22,47.22,44.97,47.63,44.97,1760.0,0.0666,1
185,2020-04-21,44.28,40.6,44.35,40.58,1080.0,0.09050000000000001,1
186,2020-04-20,40.6,38.5,41.38,38.42,1350.0,0.0705,1
187,2020-04-17,37.92,38.2,39.5,37.22,470.0,0.0161,1
188,2020-04-16,37.33,39.3,39.78,37.0,320.0,-0.1815,-1
189,2020-04-15,45.6,45.75,46.05,45.5,1810.0,-0.0011,-1
190,2020-04-14,45.65,44.78,45.8,44.5,2770.0,0.0167,1
191,2020-04-13,44.9,41.9,45.0,41.9,4050.0,0.0466,1
192,2020-04-10,42.9,42.9,42.9,42.9,,0.0023,1
193,2020-04-09,42.8,42.0,43.0,42.0,2770.0,-0.0075,-1
194,2020-04-08,43.13,44.1,44.3,40.85,6540.0,-0.0227,-1
195,2020-04-07,44.13,43.33,44.13,42.85,6100.0,0.0729,1
196,2020-04-06,41.13,40.22,42.75,37.5,9550.0,0.022400000000000003,1
197,2020-04-03,40.22,41.83,42.5,40.2,9030.0,-0.1001,-1
198,2020-04-02,44.7,48.0,48.2,44.7,8510.0,-0.0915,-1
199,2020-04-01,49.2,51.4,51.6,49.2,5820.0,-0.0575,-1
200,2020-03-31,52.2,53.95,54.8,52.1,7490.0,-0.032400000000000005,-1
201,2020-03-30,53.95,58.1,58.25,53.95,10160.0,-0.077,-1
202,2020-03-27,58.45,62.22,62.22,58.4,7700.0,-0.0707,-1
203,2020-03-26,62.9,65.2,65.25,62.85,,-0.044800000000000006,-1
204,2020-03-25,65.85,66.97,67.45,65.15,,-0.0087,-1
205,2020-03-24,66.43,66.3,67.7,65.8,,0.0286,1
206,2020-03-23,64.57,64.0,64.57,63.17,,0.0487,1
207,2020-03-20,61.58,62.75,63.85,61.45,10710.0,0.006999999999999999,1
208,2020-03-19,61.15,60.78,61.15,59.38,,0.0516,1
209,2020-03-18,58.15,59.62,62.8,56.27,29540.0,-0.005600000000000001,-1
210,2020-03-17,58.48,55.5,58.48,55.5,11710.0,0.0834,1
211,2020-03-16,53.98,52.3,56.58,52.12,29750.0,-0.0426,-1
212,2020-03-13,56.38,62.83,62.85,56.38,22410.0,-0.0739,-1
213,2020-03-12,60.88,62.48,62.5,60.88,21340.0,-0.047,-1
214,2020-03-11,63.88,65.55,66.0,63.8,25780.0,-0.0172,-1
215,2020-03-10,65.0,64.62,66.0,64.5,33010.0,0.0317,1
216,2020-03-09,63.0,62.92,65.22,62.92,35590.0,-0.0443,-1
217,2020-03-06,65.92,65.0,66.38,65.0,28160.0,0.0083,1
218,2020-03-05,65.38,64.12,65.47,63.65,19020.0,0.0168,1
219,2020-03-04,64.3,64.0,64.78,63.3,20320.0,0.0118,1
220,2020-03-03,63.55,63.7,64.83,63.23,24150.0,0.011899999999999999,1
221,2020-03-02,62.8,62.55,63.17,62.12,19140.0,0.0085,1
222,2020-02-28,62.27,62.12,63.0,61.52,25830.0,-0.0045000000000000005,-1
223,2020-02-27,62.55,64.53,64.92,62.15,26610.0,-0.039900000000000005,-1
224,2020-02-26,65.15,64.67,65.95,64.22,18470.0,0.0074,1
225,2020-02-25,64.67,65.2,65.88,64.5,17020.0,0.0008,1
226,2020-02-24,64.62,65.0,65.35,64.08,20130.0,-0.036000000000000004,-1
227,2020-02-21,67.03,66.5,67.15,66.05,12020.0,0.0022,1
228,2020-02-20,66.88,66.9,67.25,66.1,16760.0,-0.0104,-1
229,2020-02-19,67.58,66.1,68.25,65.78,25100.0,0.0318,1
230,2020-02-18,65.5,64.47,65.85,63.1,22220.0,0.17170000000000002,1
231,2020-02-14,55.9,55.88,56.0,55.65,1160.0,-0.0018,-1
232,2020-02-13,56.0,55.73,56.12,55.65,1800.0,0.0059,1
233,2020-02-12,55.67,56.0,56.3,55.5,2510.0,-0.008,-1
234,2020-02-11,56.12,56.17,56.33,55.6,2940.0,-0.0014000000000000002,-1
235,2020-02-10,56.2,57.0,57.0,55.77,3160.0,-0.0158,-1
236,2020-02-07,57.1,57.7,57.8,57.02,5240.0,-0.0104,-1
237,2020-02-06,57.7,56.85,58.27,56.77,6810.0,0.0105,1
238,2020-02-05,57.1,57.6,57.98,56.98,6020.0,0.0062,1
239,2020-02-04,56.75,56.83,57.85,56.55,5770.0,0.008,1
240,2020-02-03,56.3,57.88,58.0,54.67,10200.0,-0.0144,-1
241,2020-01-31,57.12,60.5,60.5,56.85,14640.0,-0.0682,-1
242,2020-01-30,61.3,63.25,63.25,61.3,12110.0,-0.0467,-1
243,2020-01-29,64.3,66.5,66.6,64.12,12120.0,-0.028999999999999998,-1
244,2020-01-28,66.22,66.5,67.05,66.15,9080.0,0.0040999999999999995,1
245,2020-01-27,65.95,66.28,66.33,65.22,17010.0,-0.0189,-1
246,2020-01-24,67.22,68.4,68.4,66.75,13160.0,-0.0187,-1
247,2020-01-23,68.5,67.45,69.0,67.28,11480.0,0.0141,1
248,2020-01-22,67.55,67.62,67.95,66.9,7570.0,0.003,1
249,2020-01-21,67.35,67.58,68.0,66.42,14520.0,-0.004699999999999999,-1
250,2020-01-17,67.67,67.15,67.8,66.5,18700.0,0.0118,1
251,2020-01-16,66.88,67.67,68.17,66.33,15660.0,-0.0147,-1
252,2020-01-15,67.88,67.6,68.05,66.78,17420.0,0.0031,1
253,2020-01-14,67.67,65.67,68.22,65.67,35080.0,0.0269,1
254,2020-01-13,65.9,66.97,67.05,65.58,28890.0,-0.020099999999999996,-1
255,2020-01-10,67.25,67.33,68.22,66.88,31730.0,0.0033,1
256,2020-01-09,67.03,68.9,69.0,66.47,36760.0,-0.028999999999999998,-1
257,2020-01-08,69.03,68.78,70.2,68.6,30280.0,-0.0027,-1
258,2020-01-07,69.22,68.62,69.35,68.03,23540.0,0.0087,1
259,2020-01-06,68.62,68.95,69.22,67.55,20020.0,0.001,1
260,2020-01-03,68.55,70.6,70.9,68.55,25400.0,-0.04190000000000001,-1
261,2020-01-02,71.55,71.6,72.6,70.78,23800.0,0.0042,1
262,2020-01-01,71.25,71.25,71.25,71.25,,-0.0024,-1
263,2019-12-31,71.42,71.7,71.88,70.83,12230.0,-0.0053,-1
264,2019-12-30,71.8,71.25,71.9,70.6,18760.0,0.0173,1
265,2019-12-27,70.58,70.75,71.03,69.83,12700.0,-0.0045000000000000005,-1
266,2019-12-26,70.9,71.05,71.5,70.05,9910.0,0.0014000000000000002,1
267,2019-12-25,70.8,70.8,70.8,70.8,,0.0014000000000000002,1
268,2019-12-24,70.7,70.12,70.92,69.62,8950.0,0.0064,1
269,2019-12-23,70.25,70.67,71.3,69.47,17340.0,-0.0059,-1
270,2019-12-20,70.67,70.85,71.22,70.3,15250.0,-0.0042,-1
271,2019-12-19,70.97,69.9,71.0,69.53,18530.0,0.015300000000000001,1
272,2019-12-18,69.9,69.67,70.4,69.33,16050.0,0.0007000000000000001,1
273,2019-12-17,69.85,70.2,71.0,69.4,22570.0,-0.0092,-1
274,2019-12-16,70.5,69.53,70.9,69.08,22360.0,0.16570000000000001,1
275,2019-12-13,60.48,60.75,60.83,60.27,,-0.0085,-1
276,2019-12-12,61.0,60.7,61.05,60.5,4019.9999999999995,0.0049,1
277,2019-12-11,60.7,60.6,60.9,60.42,4280.0,0.0036,1
278,2019-12-10,60.48,60.17,60.75,59.92,5200.0,0.008,1
279,2019-12-09,60.0,60.8,60.9,59.9,6230.0,-0.0183,-1
280,2019-12-06,61.12,62.2,62.52,61.05,6410.0,-0.0075,-1
281,2019-12-05,61.58,61.88,61.95,61.17,7050.0,-0.0048,-1
282,2019-12-04,61.88,62.25,62.75,61.75,7470.0,-0.009899999999999999,-1
283,2019-12-03,62.5,60.58,62.58,60.3,8850.0,0.0356,1
284,2019-12-02,60.35,61.73,62.35,60.17,7360.0,-0.0269,-1
285,2019-11-29,62.02,60.75,62.4,60.15,9710.0,0.0223,1
286,2019-11-27,60.67,60.75,61.52,60.5,6960.0,-0.0026,-1
287,2019-11-26,60.83,61.2,61.23,60.6,6320.0,-0.0031,-1
288,2019-11-25,61.02,61.3,61.65,60.73,6710.0,-0.0034000000000000002,-1
289,2019-11-22,61.23,60.8,61.58,60.5,7830.0,0.0096,1
290,2019-11-21,60.65,61.15,61.7,60.17,9850.0,0.0033,1
291,2019-11-20,60.45,62.0,62.15,60.05,13580.0,-0.0274,-1
292,2019-11-19,62.15,62.85,62.92,61.92,14080.0,-0.0096,-1
293,2019-11-18,62.75,63.0,63.62,62.42,14680.0,-0.0070999999999999995,-1
294,2019-11-15,63.2,63.02,63.3,62.48,16700.0,0.0072,1
295,2019-11-14,62.75,63.12,64.08,62.67,18260.0,-0.0059,-1
296,2019-11-13,63.12,65.0,65.97,62.95,32430.0,-0.024700000000000003,-1
297,2019-11-12,64.72,63.75,65.67,63.75,29800.0,0.022400000000000003,1
298,2019-11-11,63.3,64.0,64.7,62.92,32650.0,-0.0128,-1
299,2019-11-08,64.12,64.2,64.9,63.75,30710.0,-0.0028000000000000004,-1
300,2019-11-07,64.3,65.6,65.9,64.08,37630.0,-0.0074,-1
301,2019-11-06,64.78,67.38,67.65,64.45,30410.0,-0.037200000000000004,-1
302,2019-11-05,67.28,64.65,67.53,64.6,28710.0,0.0426,1
303,2019-11-04,64.53,63.77,65.3,63.38,20060.0,0.0012,1
304,2019-11-01,64.45,65.67,65.7,63.67,24650.0,-0.0235,-1
305,2019-10-31,66.0,64.78,66.12,63.88,22070.0,0.0033,1
306,2019-10-30,65.78,63.7,66.47,63.5,23440.0,0.0225,1
307,2019-10-29,64.33,65.25,65.25,63.45,19240.0,-0.020099999999999996,-1
308,2019-10-28,65.65,64.67,66.0,64.12,16090.0,0.011200000000000002,1
309,2019-10-25,64.92,64.47,66.17,63.73,23700.0,0.005699999999999999,1
310,2019-10-24,64.55,65.25,66.2,63.85,21470.0,-0.0194,-1
311,2019-10-23,65.83,64.75,66.97,64.15,26240.0,0.005,1
312,2019-10-22,65.5,68.4,69.25,65.2,26470.0,-0.0344,-1
313,2019-10-21,67.83,67.5,69.1,67.2,14520.0,-0.0018,-1
314,2019-10-18,67.95,70.0,70.0,66.12,28890.0,-0.0029,-1
315,2019-10-17,68.15,70.08,70.4,67.72,23420.0,-0.035,-1
316,2019-10-16,70.62,71.53,72.08,69.65,24360.0,-0.0208,-1
317,2019-10-15,72.12,69.12,72.12,69.12,26150.0,0.0434,1
318,2019-10-14,69.12,70.55,70.92,68.38,17270.0,0.09849999999999999,1
319,2019-10-11,62.92,62.8,63.05,62.5,3830.0,0.0083,1
320,2019-10-10,62.4,62.75,62.95,62.33,2890.0,-0.0064,-1
321,2019-10-09,62.8,62.5,62.95,62.02,4080.0,0.0178,1
322,2019-10-08,61.7,60.6,62.12,60.58,4540.0,0.019799999999999998,1
323,2019-10-07,60.5,61.92,61.95,60.45,6770.0,-0.0304,-1
324,2019-10-04,62.4,62.27,62.6,61.77,4019.9999999999995,-0.0003,-1
325,2019-10-03,62.42,62.25,63.0,62.08,5500.0,0.0034999999999999996,1
326,2019-10-02,62.2,62.98,63.3,61.85,6360.0,-0.005600000000000001,-1
327,2019-10-01,62.55,64.7,65.0,62.48,7890.0,-0.0443,-1
328,2019-09-30,65.45,64.5,65.83,63.58,7630.0,0.0026,1
329,2019-09-27,65.28,64.33,65.45,63.92,7870.0,0.0165,1
330,2019-09-26,64.22,64.5,65.08,63.83,6090.0,-0.005600000000000001,-1
331,2019-09-25,64.58,62.92,65.0,62.45,15220.0,0.0416,1
332,2019-09-24,62.0,61.5,62.23,61.12,7730.0,0.0172,1
333,2019-09-23,60.95,60.92,62.25,60.5,8020.0,0.009899999999999999,1
334,2019-09-20,60.35,61.35,62.48,60.1,9710.0,-0.0171,-1
335,2019-09-19,61.4,61.7,63.0,61.23,13240.0,-0.0242,-1
336,2019-09-18,62.92,62.1,63.62,62.0,11390.0,0.0132,1
337,2019-09-17,62.1,64.1,64.65,61.5,21290.0,-0.0239,-1
338,2019-09-16,63.62,66.03,66.03,63.17,39410.0,-0.0429,-1
339,2019-09-13,66.47,64.72,66.85,63.88,38820.0,0.052199999999999996,1
340,2019-09-12,63.17,63.17,63.17,62.2,17290.0,0.0499,1
341,2019-09-11,60.17,61.3,61.92,59.77,40770.0,-0.0408,-1
342,2019-09-10,62.73,61.6,64.4,59.9,46120.0,0.0021,1
343,2019-09-09,62.6,63.0,65.12,62.27,35790.0,-0.014199999999999999,-1
344,2019-09-06,63.5,65.5,65.75,63.3,32350.0,-0.042199999999999994,-1
345,2019-09-05,66.3,66.88,68.0,65.92,24600.0,-0.012199999999999999,-1
346,2019-09-04,67.12,67.12,67.4,65.78,29070.0,0.0089,1
347,2019-09-03,66.53,64.0,66.53,64.0,26800.0,0.047400000000000005,1
348,2019-08-30,63.52,64.55,64.75,63.33,19240.0,-0.0213,-1
349,2019-08-29,64.9,63.7,65.15,63.48,21920.0,0.022000000000000002,1
350,2019-08-28,63.5,61.3,63.6,60.88,20900.0,0.0043,1
351,2019-08-27,63.23,64.25,64.4,62.4,20410.0,-0.0089,-1
352,2019-08-26,63.8,60.88,63.8,60.88,25770.0,0.0759,1
353,2019-08-23,59.3,61.58,61.6,59.3,23200.0,-0.0482,-1
354,2019-08-22,62.3,63.0,63.33,62.08,13730.0,-0.0158,-1
355,2019-08-21,63.3,64.92,65.7,63.08,15690.0,-0.025699999999999997,-1
356,2019-08-20,64.97,64.2,65.83,63.38,19100.0,0.0147,1
357,2019-08-19,64.03,62.33,64.47,62.15,18370.0,0.0327,1
358,2019-08-16,62.0,65.3,66.53,62.0,18120.0,-0.0462,-1
359,2019-08-15,65.0,67.5,68.55,64.53,19970.0,-0.026699999999999998,-1
360,2019-08-14,66.78,64.85,67.28,64.6,18700.0,-0.1547,-1
361,2019-08-13,79.0,79.1,79.33,78.7,2050.0,-0.0021,-1
362,2019-08-12,79.17,79.2,79.45,79.0,3140.0,0.0018,1
363,2019-08-09,79.03,77.88,79.3,77.7,3550.0,0.0217,1
364,2019-08-08,77.35,77.3,77.97,77.15,4500.0,-0.0048,-1
365,2019-08-07,77.72,77.55,77.95,77.12,4870.0,0.0078000000000000005,1
366,2019-08-06,77.12,78.3,78.95,77.03,5970.0,-0.009399999999999999,-1
367,2019-08-05,77.85,75.0,78.3,74.3,8870.0,0.0206,1
368,2019-08-02,76.28,77.47,78.22,76.17,6990.0,-0.0068000000000000005,-1
369,2019-08-01,76.8,79.33,80.3,76.5,11320.0,-0.0319,-1
370,2019-07-31,79.33,82.83,82.95,79.3,12010.0,-0.0361,-1
371,2019-07-30,82.3,84.8,84.8,82.1,11250.0,-0.025099999999999997,-1
372,2019-07-29,84.42,85.72,86.05,84.35,10710.0,-0.0231,-1
373,2019-07-26,86.42,86.33,86.9,85.92,6010.0,0.0055000000000000005,1
374,2019-07-25,85.95,87.22,87.5,85.55,12050.0,-0.0069,-1
375,2019-07-24,86.55,86.22,86.85,85.7,8620.0,0.0044,1
376,2019-07-23,86.17,84.2,86.22,84.08,14540.0,0.0354,1
377,2019-07-22,83.22,84.3,84.4,82.3,10860.0,-0.0079,-1
378,2019-07-19,83.88,82.75,84.55,82.0,17700.0,0.013300000000000001,1
379,2019-07-18,82.78,82.53,82.95,80.6,28090.0,0.0095,1
380,2019-07-17,82.0,79.95,82.05,79.62,23460.0,0.0373,1
381,2019-07-16,79.05,80.6,80.92,78.75,29010.0,-0.0131,-1
382,2019-07-15,80.1,80.6,81.75,79.62,24780.0,0.1274,1
383,2019-07-12,71.05,71.6,71.92,71.0,3230.0,-0.0077,-1
384,2019-07-11,71.6,71.47,71.75,71.15,3080.0,-0.0021,-1
385,2019-07-10,71.75,71.5,72.03,71.17,4280.0,0.0052,1
386,2019-07-09,71.38,70.22,72.85,69.88,5620.0,0.018600000000000002,1
387,2019-07-08,70.08,72.12,72.25,69.92,6560.0,-0.028300000000000002,-1
388,2019-07-05,72.12,73.4,73.42,71.78,5120.0,-0.0194,-1
389,2019-07-03,73.55,73.5,74.25,73.2,4540.0,-0.0023,-1
390,2019-07-02,73.72,72.78,74.35,72.7,6330.0,0.015700000000000002,1
391,2019-07-01,72.58,72.83,72.95,72.0,5190.0,0.0067,1
392,2019-06-28,72.1,73.17,73.5,72.0,6600.0,-0.023399999999999997,-1
393,2019-06-27,73.83,73.45,74.3,73.08,5730.0,0.0038,1
394,2019-06-26,73.55,73.25,74.3,72.5,6310.0,-0.011399999999999999,-1
395,2019-06-25,74.4,73.5,74.9,73.1,7390.0,0.0213,1
396,2019-06-24,72.85,75.65,76.25,72.6,10840.0,-0.0446,-1
397,2019-06-21,76.25,79.0,79.15,76.25,12220.0,-0.0379,-1
398,2019-06-20,79.25,81.1,81.5,79.12,10950.0,-0.028999999999999998,-1
399,2019-06-19,81.62,81.05,82.08,80.92,13050.0,0.0018,1
400,2019-06-18,81.47,83.05,83.3,81.33,15440.0,-0.019,-1
401,2019-06-17,83.05,81.05,83.28,80.53,14610.0,0.0209,1
402,2019-06-14,81.35,83.6,84.47,80.6,20520.0,0.0269,1
403,2019-06-13,79.22,79.15,79.35,79.03,1740.0,0.0024,1
404,2019-06-12,79.03,79.1,79.25,78.85,2780.0,-0.0006,-1
405,2019-06-11,79.08,78.9,79.28,78.85,3750.0,-0.0025,-1
406,2019-06-10,79.28,78.67,79.5,78.65,3650.0,0.008,1
407,2019-06-07,78.65,79.2,80.4,78.28,4880.0,-0.0092,-1
408,2019-06-06,79.38,79.92,81.05,79.15,5520.0,-0.0059,-1
409,2019-06-05,79.85,80.62,81.05,79.53,6660.0,-0.015700000000000002,-1
410,2019-06-04,81.12,81.78,82.03,80.85,4620.0,-0.005600000000000001,-1
411,2019-06-03,81.58,81.97,82.62,81.3,6560.0,-0.0017000000000000001,-1
412,2019-05-31,81.72,83.62,84.47,81.4,7720.0,-0.0233,-1
413,2019-05-30,83.67,84.38,85.38,82.95,10340.0,-0.018000000000000002,-1
414,2019-05-29,85.2,83.65,85.38,82.95,8990.0,0.0146,1
415,2019-05-28,83.97,85.8,86.38,82.7,11240.0,-0.028300000000000002,-1
416,2019-05-24,86.42,88.53,89.28,86.42,9730.0,-0.0335,-1
417,2019-05-23,89.42,89.6,89.78,88.08,7740.0,-0.0026,-1
418,2019-05-22,89.65,89.7,90.67,89.25,6160.0,-0.005,-1
419,2019-05-21,90.1,91.55,91.67,89.92,8550.0,-0.018000000000000002,-1
420,2019-05-20,91.75,92.1,93.03,90.83,14510.0,-0.0068000000000000005,-1
421,2019-05-17,92.38,91.75,92.83,89.65,19940.0,0.0017000000000000001,1
422,2019-05-16,92.22,90.7,92.83,89.45,14270.0,0.0042,1
423,2019-05-15,91.83,89.53,92.0,89.45,20760.0,0.0304,1
424,2019-05-14,89.12,87.95,90.17,87.22,25930.0,0.0667,1
425,2019-05-13,83.55,83.53,83.78,83.45,350.0,-0.0024,-1
426,2019-05-10,83.75,83.85,83.85,83.62,230.0,0.0,0
427,2019-05-09,83.75,83.12,83.78,82.85,340.0,0.002,1
428,2019-05-08,83.58,82.92,83.72,82.7,210.0,0.0064,1
429,2019-05-07,83.05,82.25,83.5,81.7,560.0,0.008100000000000001,1
430,2019-05-06,82.38,84.42,84.42,82.35,890.0,-0.0348,-1
431,2019-05-03,85.35,85.53,86.0,85.3,280.0,-0.0087,-1
432,2019-05-02,86.1,87.0,87.2,85.75,550.0,-0.0115,-1
433,2019-05-01,87.1,84.47,87.3,84.25,760.0,0.0332,1
434,2019-04-30,84.3,84.7,85.12,83.92,530.0,-0.005699999999999999,-1
435,2019-04-29,84.78,86.5,86.8,84.5,820.0,-0.0255,-1
436,2019-04-26,87.0,87.7,88.85,86.83,360.0,-0.0097,-1
437,2019-04-25,87.85,88.25,88.58,87.4,630.0,-0.0148,-1
438,2019-04-24,89.17,87.9,89.2,87.38,550.0,0.015300000000000001,1
439,2019-04-23,87.83,89.0,89.8,87.67,590.0,-0.013500000000000002,-1
440,2019-04-22,89.03,90.9,91.0,88.72,640.0,-0.07980000000000001,-1
441,2019-04-19,96.75,96.75,96.75,96.75,,0.0726,1
442,2019-04-18,90.2,88.75,90.35,87.7,550.0,0.0144,1
443,2019-04-17,88.92,89.4,89.7,87.6,670.0,-0.0006,-1
444,2019-04-16,88.97,90.5,91.22,88.45,680.0,-0.0123,-1
445,2019-04-15,90.08,90.12,90.6,88.75,400.0,0.0054,1
446,2019-04-12,89.6,87.2,89.8,85.83,670.0,0.131,1
447,2019-04-11,79.22,79.33,79.35,79.12,2140.0,0.0040999999999999995,1
448,2019-04-10,78.9,78.75,79.12,78.67,2930.0,0.004699999999999999,1
449,2019-04-09,78.53,78.53,78.85,78.5,2680.0,-0.0009,-1
450,2019-04-08,78.6,79.03,79.03,78.42,3340.0,-0.0054,-1
451,2019-04-05,79.03,79.9,80.17,78.78,6540.0,-0.0069,-1
452,2019-04-04,79.58,78.45,79.85,77.83,4490.0,0.0063,1
453,2019-04-03,79.08,79.22,79.72,78.78,5730.0,0.0016,1
454,2019-04-02,78.95,78.2,79.72,78.1,5020.0,0.02,1
455,2019-04-01,77.4,76.42,78.08,76.3,6400.0,0.0003,1
456,2019-03-29,77.38,78.72,80.58,76.78,8930.0,-0.019,-1
457,2019-03-28,78.88,81.08,81.15,78.67,9270.0,-0.0301,-1
458,2019-03-27,81.33,79.8,81.75,78.78,9630.0,0.0202,1
459,2019-03-26,79.72,79.25,79.95,78.75,8790.0,0.013600000000000001,1
460,2019-03-25,78.65,79.85,80.0,78.0,6370.0,0.0040999999999999995,1
461,2019-03-22,78.33,79.1,80.3,75.88,15800.0,0.0,0
462,2019-03-21,78.33,74.0,78.33,74.0,16900.0,0.061,1
463,2019-03-20,73.83,71.25,73.83,70.55,10790.0,0.0424,1
464,2019-03-19,70.83,71.25,71.83,69.9,12960.0,-0.0028000000000000004,-1
465,2019-03-18,71.03,69.62,71.17,67.53,20680.0,0.032400000000000005,1
466,2019-03-15,68.8,65.8,68.8,65.42,21350.0,0.045599999999999995,1
467,2019-03-14,65.8,63.5,65.88,63.38,20620.0,0.0365,1
468,2019-03-13,63.48,64.1,66.08,63.15,41440.0,-0.0027,-1
469,2019-03-12,63.65,63.0,63.85,62.02,33300.0,0.0127,1
470,2019-03-11,62.85,60.75,63.5,60.15,49440.0,0.038,1
471,2019-03-08,60.55,57.98,60.73,57.85,39660.0,0.048799999999999996,1
472,2019-03-07,57.73,57.92,58.15,57.15,32049.999999999996,0.011399999999999999,1
473,2019-03-06,57.08,57.67,57.73,56.6,17420.0,-0.014199999999999999,-1
474,2019-03-05,57.9,57.73,58.6,57.4,17110.0,0.009899999999999999,1
475,2019-03-04,57.33,57.38,57.8,56.83,21650.0,0.0165,1
476,2019-03-01,56.4,55.7,57.58,55.67,23370.0,0.009300000000000001,1
477,2019-02-28,55.88,55.45,56.62,55.2,15310.0,0.005,1
478,2019-02-27,55.6,54.65,56.88,54.23,20500.0,-0.0023,-1
479,2019-02-26,55.73,54.92,56.48,54.3,24650.0,0.034,1
480,2019-02-25,53.9,54.85,54.9,52.75,26860.0,-0.027999999999999997,-1
481,2019-02-22,55.45,55.6,56.6,55.23,20390.0,-0.0089,-1
482,2019-02-21,55.95,54.4,55.98,53.73,26130.0,0.056100000000000004,1
483,2019-02-20,52.98,56.27,56.4,52.25,35560.0,-0.0626,-1
484,2019-02-19,56.52,58.88,58.92,56.52,16370.000000000002,-0.0504,-1
485,2019-02-15,59.52,58.7,60.27,58.12,14480.0,0.013999999999999999,1
486,2019-02-14,58.7,59.25,59.73,58.5,20330.0,0.0644,1
487,2019-02-13,55.15,55.08,55.2,55.0,1280.0,-0.0004,-1
488,2019-02-12,55.17,55.27,55.38,55.1,2890.0,0.0,0
489,2019-02-11,55.17,55.0,55.38,54.9,2090.0,0.0022,1
490,2019-02-08,55.05,55.3,55.55,55.0,3410.0,-0.004,-1
491,2019-02-07,55.27,56.02,56.02,55.2,4370.0,-0.0116,-1
492,2019-02-06,55.92,56.3,56.48,55.88,4980.0,-0.0089,-1
493,2019-02-05,56.42,57.45,57.45,56.38,4420.0,-0.0167,-1
494,2019-02-04,57.38,56.4,57.7,56.15,5320.0,0.0183,1
495,2019-02-01,56.35,56.4,56.67,56.05,3360.0,0.0018,1
496,2019-01-31,56.25,57.33,57.75,56.15,6480.0,-0.0209,-1
497,2019-01-30,57.45,57.45,57.8,57.33,4960.0,0.0021,1
498,2019-01-29,57.33,57.65,57.77,57.1,8029.999999999999,-0.011200000000000002,-1
499,2019-01-28,57.98,58.52,58.52,57.8,5280.0,-0.0069,-1
500,2019-01-25,58.38,59.38,59.4,58.05,8510.0,-0.0242,-1
501,2019-01-24,59.83,60.75,60.85,59.8,6640.0,-0.0155,-1
