Date,United States of America,Philippines,Germany,France,Spain,Indonesia,EU-28,Brazil,Japan,Canada,Romania,Egypt,Russian Federation,Ukraine,Argentina,Algeria,Italy,Turkey,Australia
2019-01-02,12.934434270765204,76.86666666666666,6.963768115942028,1.135135135135135,27.30337078651685,80.33333333333333,17.56301873071264,86.75,22.993006993006997,48.671497584541065,3.5,4.0,10.80565371024735,36.80952380952381,141.21428571428572,0.5,4.65625,78.13157894736842,8.537965945697191
2019-01-03,53.56203605514315,12.0625,5.063405797101449,0.4324324324324325,0.016853932584269662,153.33333333333334,16.546245548688496,25.4,18.783216783216783,53.14133986928105,7.666666666666668,10.0,10.749116607773852,24.190476190476193,329.4347826086956,0.8387096774193549,19.13793103448276,60.81818181818182,6.316624511381928
2019-01-04,39.020288307528034,34.57142857142857,30.38405797101449,0.6216216216216216,3.0960451977401133,155.0,21.384207600133703,45.5,3.6783216783216783,20.581526104417673,5.666666666666668,0.0,13.113074204946995,16.615384615384613,44.47619047619048,19.545454545454547,9.137931034482758,89.30434782608695,11.54175293305728
2019-01-05,32.092064006919664,224.9090909090909,65.92377495462793,0.3698630136986301,5.259887005649717,141.27959979736576,22.329415092274964,89.54545454545455,28.901408450704228,14.17087062652563,0.6666666666666666,31.361702127659573,14.949652777777779,22.052631578947373,26.0,25.555555555555557,5.875,46.6595744680851,5.832014890646813
2019-01-06,28.27922428694901,87.14285714285714,28.93659420289855,2.121621621621621,0.005649717514124294,141.27959979736576,16.385406294214793,90.92857142857143,15.104895104895105,26.444972288202692,9.0,31.361702127659573,8.0,25.20833333333333,57.111111111111114,7.166666666666668,8.517241379310345,59.62222222222222,16.946939725389807
2019-01-07,23.57744529045312,3.8,47.989110707804,1.0810810810810811,0.020408163265306117,51.0,22.1255259098346,105.71428571428572,6.3776223776223775,23.509372453137733,8.875,31.361702127659573,11.680701754385964,23.0,220.72,1.7878787878787878,4.827586206896552,57.42,4.942857142857143
2019-01-08,11.915959252971136,46.0,74.27090909090909,4.4459459459459465,1.7040816326530612,141.27959979736576,29.94781268613937,123.47058823529413,13.143884892086332,28.810526315789474,1.4444444444444444,31.361702127659573,8.422182468694096,25.0,24.0,0.3548387096774194,4.84375,57.26,10.828171598990593
2019-01-09,17.84111301004059,29.5,38.165454545454544,4.864864864864865,2.76530612244898,199.5,24.831311501511447,81.0,17.93006993006993,49.31763766959297,6.5555555555555545,31.361702127659573,7.416666666666668,15.958333333333336,189.3636363636364,0.5161290322580645,37.43333333333333,96.66,25.348543911946802
2019-01-10,10.43691389599318,76.5,13.556962025316455,4.95945945945946,1.010204081632653,19.0,35.914026624410646,65.53333333333333,4.062937062937063,33.427530364372465,45.88888888888889,31.361702127659573,7.342013888888888,24.0,242.32142857142856,31.117647058823533,52.37037037037037,30.3125,18.707596970392476
2019-01-11,8.000266382525307,239.7,23.95462794918331,1.351351351351351,1.2346938775510203,82.5,42.05518783449709,190.75,12.163120567375884,10.694711538461537,57.111111111111114,31.361702127659573,9.291161178509533,60.2,64.24137931034483,56.23684210526316,17.93548387096774,51.16666666666666,22.605935127674254
2019-01-12,40.876410474771134,55.0,63.24363636363636,4.4324324324324325,2.0104166666666665,61.0,28.102091702662584,50.41666666666666,27.680851063829788,4.726161369193154,8.222222222222221,31.361702127659573,15.888111888111887,13.653846153846152,20.6,51.12820512820514,3.09375,60.16666666666666,22.998384118190213
2019-01-13,35.069396669396674,105.71428571428572,113.61272727272728,8.432432432432432,0.7083333333333334,105.5,26.936781755152758,5.0,7.113636363636362,2.465172137710168,2.888888888888889,31.361702127659573,9.573426573426572,9.142857142857142,175.7391304347826,17.90909090909091,3.8620689655172415,56.352941176470594,6.224976830398518
2019-01-14,8.367591734365629,69.22222222222223,22.983636363636364,10.567567567567568,2.333333333333333,224.2,28.751133094734225,68.85714285714286,1.8309859154929575,2.3107890499194848,2.555555555555556,57.0,7.987972508591065,85.70588235294117,76.73076923076924,1.2258064516129032,23.964285714285715,17.219512195121947,9.684820393974508
2019-01-15,8.069733811793691,44.0,11.386281588447654,2.891891891891892,1.5050505050505047,43.0,29.89422715971416,77.25,9.422535211267606,6.2255216693418935,13.555555555555555,10.0,11.04070796460177,30.73333333333333,74.39285714285714,0.3448275862068966,9.970588235294116,50.14893617021277,10.542587476979742
2019-01-16,17.288337680310853,29.0,8.68231046931408,0.7916666666666666,8.616161616161616,368.33333333333326,25.127445005253755,30.4375,25.20422535211268,8.582995951417004,11.0,23.0,18.170212765957448,39.76470588235294,84.57142857142857,0.0,0.08823529411764706,160.3673469387755,7.501264658542193
2019-01-17,31.30148811099931,109.57142857142857,31.35326086956522,18.94594594594595,15.79591836734694,299.75,29.480653185462867,26.4,27.901408450704228,15.507961783439493,2.5,65.0,15.327495621716286,10.0,74.3103448275862,0.0,10.40625,56.04081632653061,7.457806392274087
2019-01-18,25.94071671629094,9.0,1.0867992766726944,14.68,12.724489795918366,0.0,20.257948290647274,77.15384615384616,15.985915492957744,21.11120196238757,0.0,0.0,11.979094076655052,10.0,190.31034482758625,3.066666666666667,35.81818181818182,21.853658536585368,8.814525396460581
2019-01-19,48.17030114226375,48.66666666666666,0.06690777576853528,13.68,76.30927835051547,90.0,15.358088781158532,78.84615384615384,3.6971830985915495,24.67047308319739,2.0,31.361702127659573,6.619469026548673,8.285714285714286,41.230769230769226,11.176470588235292,18.27586206896552,2.5,13.548327137546467
2019-01-20,88.47181823171066,192.375,0.13743218806509944,14.586666666666664,30.353535353535356,142.33333333333334,21.620699154424077,94.23076923076924,31.818181818181817,45.58279220779222,4.888888888888889,31.361702127659573,11.201438848920862,16.714285714285715,2.2222222222222223,26.17142857142857,8.064516129032258,5.321428571428571,6.771095571095572
2019-01-21,19.736839163965573,126.36363636363636,0.6347197106690777,16.8,4.686868686868687,395.0,19.389669837363943,166.84615384615384,22.323943661971832,47.990259740259745,23.88888888888889,31.361702127659573,9.394594594594595,66.86666666666666,155.0,94.8780487804878,44.0,96.65517241379312,16.62776098581725
2019-01-22,9.693458766573142,91.0,1.1721014492753623,18.733333333333334,64.68686868686869,63.375,18.52053442520241,109.53333333333332,14.311688311688313,31.664479081214107,3.4444444444444446,31.361702127659573,10.874125874125873,5.5,1.0,82.725,78.03225806451613,35.583333333333336,9.336941501612161
2019-01-23,50.27275646171135,47.36363636363637,1.4565217391304348,40.205479452054796,40.80808080808081,8.0,27.567271685474683,68.64285714285714,12.471830985915492,41.93247863247864,36.888888888888886,31.361702127659573,4.808849557522124,78.32,270.1666666666667,54.30769230769231,33.44827586206897,7.7714285714285705,15.853927423059256
2019-01-24,76.19522104025229,45.8,1.5742753623188406,28.123287671232877,16.12121212121212,169.6,17.396719129357855,50.92857142857143,33.93,42.43869891576313,19.777777777777782,31.361702127659573,13.658620689655173,23.153846153846153,81.15384615384616,114.62222222222222,89.03846153846153,52.72413793103448,19.997697974217306
2019-01-25,36.13012390153376,117.8,23.865698729582572,4.243243243243243,3.4747474747474754,143.0,34.567893621352304,50.846153846153854,7.141843971631205,22.101791530944624,55.66666666666666,31.361702127659573,9.622608695652174,40.90909090909091,34.0,88.2,37.36666666666667,49.675,11.406451612903226
2019-01-26,4.815639013452915,139.66666666666666,44.13974591651542,8.297297297297295,5.7653061224489806,95.0,42.07335105679656,89.0909090909091,26.63636363636364,6.953431372549018,37.555555555555564,31.361702127659573,7.998251748251747,19.894736842105264,178.9090909090909,33.775,4.4,36.214285714285715,25.31372549019608
2019-01-27,13.988818424566087,16.714285714285715,37.254083484573506,22.621621621621625,15.298969072164951,29.66666666666667,35.65506450616176,62.45454545454545,13.859154929577466,15.535772357723575,18.555555555555557,31.361702127659573,13.440140845070422,57.157894736842096,23.55,0.7575757575757576,2.9285714285714284,76.02439024390246,43.001641651031896
2019-01-28,23.05606758832565,16.428571428571427,29.994545454545456,53.094594594594604,15.142857142857142,39.66666666666666,30.894866533647672,164.25,14.20979020979021,11.570388349514566,0.3333333333333333,119.0,11.197158081705153,1.25,39.07692307692308,8.583333333333334,23.125,44.906976744186046,34.226772759185586
2019-01-29,9.437171213189435,37.2,2.2976406533575315,34.8,25.377551020408163,56.5,24.333491158265193,32.888888888888886,18.267605633802816,18.89516789516789,0.8888888888888888,0.0,8.192982456140351,13.533333333333333,2.0,46.555555555555564,16.766666666666666,15.08108108108108,34.598370197904536
2019-01-30,12.411944368693755,16.0,9.680580762250454,59.5,74.89795918367345,219.5,32.961922750786755,49.3125,1.4225352112676055,15.572357723577234,7.75,31.361702127659573,9.648180242634316,20.38888888888889,177.21428571428572,31.578947368421048,24.16666666666667,41.714285714285715,42.81932187645146
2019-01-31,5.361841022546492,225.75,6.357531760435572,30.14864864864865,77.12121212121212,63.0,33.55051296532645,23.142857142857146,68.54545454545455,26.6844262295082,22.555555555555557,31.361702127659573,10.219895287958117,10.266666666666667,36.66666666666666,16.486486486486488,35.6764705882353,125.22857142857143,48.104044891278924
2019-02-01,11.355759374157,21.0,17.077757685352626,78.06756756756756,37.954802259886996,293.6666666666667,41.82705143908457,33.785714285714285,49.802816901408455,24.71093117408907,19.11111111111111,31.361702127659573,8.945229681978796,12.636363636363635,160.05882352941177,3.647058823529412,65.8,65.77777777777777,38.15047879616964
2019-02-02,21.474710308089406,8.555555555555555,23.698010849909586,79.81081081081079,19.758426966292134,269.0,48.76008872831917,116.54545454545456,6.774647887323943,14.096185737976782,156.11111111111111,31.361702127659573,6.820244328097731,4.5555555555555545,151.05,21.842105263157894,99.92307692307692,25.851063829787236,36.74103216847952
2019-02-03,26.958148695224033,33.666666666666664,31.70108695652174,39.28378378378378,1.5617977528089888,3.0,22.832775429461616,176.58333333333337,26.570422535211268,13.857737104825294,0.0,31.361702127659573,10.089316987740805,3.7777777777777777,90.05263157894737,60.65,48.25,1.108108108108108,39.30547818012999
2019-02-04,28.168908334683728,58.85714285714285,1.2192028985507246,15.04054054054054,13.621468926553671,146.0,21.95430567151511,25.33333333333333,82.81818181818181,20.119629317607405,0.0,31.361702127659573,11.778571428571427,3.75,7.294117647058822,71.075,44.33333333333334,0.13636363636363635,43.06629578117756
2019-02-05,16.583124966750013,119.11111111111113,0.3822463768115942,25.02816901408451,22.91573033707865,99.0,12.158026332865846,85.44444444444444,11.937062937062937,17.871416871416873,0.5555555555555556,31.361702127659573,9.828371278458842,0.0,0.0,44.926829268292686,34.592592592592595,0.0,41.16284403669725
