Price T-1,headline_positiveness,headline_negativeness,Price
996.4,0.0,0.135,1014.1
1014.1,0.0715,0.24125,1012.4
1012.4,0.08775,0.0,995.4
995.4,0.06428571428571428,0.06457142857142857,1004.9
1004.9,0.0,0.10625,1013.2
1013.2,0.07771428571428572,0.0,1010.1
1010.1,0.078125,0.05775,1039.6
1039.6,0.05166666666666666,0.05416666666666667,1044.2
1044.2,0.11275,0.0,1067.6
1067.6,0.1102,0.0446,1074.1
1074.1,0.034333333333333334,0.043166666666666666,1069.6
1069.6,0.017714285714285714,0.15285714285714286,1067.4
1067.4,0.0336,0.098,1059.9
1059.9,0.0,0.0,1058.9
1058.9,0.115,0.139,1056.5
1056.5,0.10157142857142858,0.10471428571428572,1048.4
1048.4,0.048,0.2534,1049.4
1049.4,0.08175,0.0,1022.6
1022.6,0.0,0.08750000000000001,1024.6
1024.6,0.0,0.0,1037.0
1037.0,0.043166666666666666,0.18966666666666665,1036.4
1036.4,0.0,0.063,1026.6
1026.6,0.0696,0.0,1037.6
1037.6,0.0666,0.0,1041.6
1041.6,0.2523333333333333,0.07133333333333333,1058.4
1058.4,0.07283333333333332,0.0,1050.0
1050.0,0.024777777777777774,0.10244444444444444,1058.1
1058.1,0.08533333333333333,0.2193333333333333,1055.6
1055.6,0.2072,0.0518,1045.4
1045.4,0.0555,0.08483333333333333,1061.1
1061.1,0.0,0.17475000000000002,1043.7
1043.7,0.0,0.08633333333333333,1034.9
1034.9,0.0,0.05775,1026.7
1026.7,0.04033333333333333,0.1708333333333333,1022.9
1022.9,0.0,0.14157142857142854,1013.7
1013.7,0.0,0.2192,1013.9
1013.9,0.0,0.0,1021.88
1021.88,0.06033333333333332,0.08600000000000001,1036.38
1036.38,0.07185714285714287,0.050142857142857135,1051.38
1051.38,0.19325,0.034,1036.62
1036.62,0.14775,0.0,1036.88
1036.88,0.0,0.13233333333333333,1037.38
1037.38,0.05885714285714285,0.152,1025.88
1025.88,0.04425,0.20825,1021.88
1021.88,0.025714285714285717,0.09828571428571428,1010.88
1010.88,0.0,0.1355714285714286,1006.62
1006.62,0.0556,0.0518,1006.12
1006.12,0.0,0.063,999.12
999.12,0.16019999999999998,0.0,997.88
997.88,0.0695,0.0,1000.88
1000.88,0.0,0.0924,1000.12
1000.12,0.0375,0.09566666666666668,999.88
999.88,0.0,0.06475,1001.88
1001.88,0.0,0.287,999.38
999.38,0.047571428571428584,0.08871428571428573,990.62
990.62,0.025714285714285717,0.07485714285714286,975.62
975.62,0.17825,0.0,971.38
971.38,0.03,0.0,971.88
971.88,0.04228571428571428,0.09357142857142857,968.62
968.62,0.03925,0.023625,962.88
962.88,0.12028571428571427,0.033,945.88
945.88,0.07400000000000001,0.1265,937.62
937.62,0.10939999999999997,0.034,937.62
937.62,0.0625,0.09866666666666668,943.62
