Price T-1,content_positiveness,content_negativeness,Price
406.38,0.12466666666666665,0.126,418.0
418.0,0.13866666666666666,0.08983333333333332,425.5
425.5,0.14933333333333335,0.15,423.0
423.0,0.1396,0.08980000000000002,427.25
427.25,0.1165,0.1135,427.0
427.0,0.11357142857142855,0.0962857142857143,419.0
419.0,0.1278,0.11,425.88
425.88,0.15525,0.10225,426.25
426.25,0.0986,0.1236,432.75
432.75,0.127,0.1165,431.0
431.0,0.12766666666666668,0.10766666666666667,423.5
423.5,0.08549999999999999,0.1195,428.0
428.0,0.13240000000000002,0.0696,433.0
433.0,0.10425,0.11525,427.75
427.75,0.1242,0.10099999999999999,424.25
424.25,0.09983333333333333,0.0975,426.12
426.12,0.16799999999999998,0.1245,421.75
421.75,0.1415,0.104,414.25
414.25,0.18899999999999997,0.1005,421.0
421.0,0.1486666666666667,0.13233333333333333,432.75
432.75,0.134,0.13699999999999998,435.25
435.25,0.14833333333333334,0.057333333333333326,430.88
430.88,0.1185,0.124,423.5
423.5,0.15480000000000002,0.0626,430.0
430.0,0.1415,0.07900000000000001,432.75
432.75,0.16066666666666665,0.019666666666666662,443.5
443.5,0.11657142857142858,0.10857142857142857,449.75
449.75,0.08399999999999999,0.08459999999999998,451.5
451.5,0.15266666666666667,0.10133333333333333,449.75
449.75,0.0944,0.1124,455.0
455.0,0.08574999999999999,0.1845,447.75
447.75,0.156,0.12333333333333335,441.25
441.25,0.17166666666666666,0.13333333333333333,437.0
437.0,0.1715,0.134,441.0
441.0,0.14742857142857144,0.11928571428571427,437.0
437.0,0.11666666666666667,0.13166666666666668,433.0
433.0,0.15819999999999998,0.0758,438.75
438.75,0.17,0.0635,443.75
443.75,0.08075000000000003,0.16049999999999998,457.25
457.25,0.1045,0.09024999999999997,453.5
453.5,0.20875,0.07899999999999999,454.25
454.25,0.16549999999999998,0.13374999999999998,458.75
458.75,0.13725,0.12,456.25
456.25,0.09960000000000002,0.1068,447.5
447.5,0.1149,0.1049,443.75
443.75,0.12300000000000001,0.16175,442.0
442.0,0.13040000000000002,0.1836,430.75
430.75,0.15166666666666664,0.14533333333333334,431.0
431.0,0.18366666666666667,0.12166666666666667,436.0
436.0,0.14379999999999998,0.14320000000000002,436.75
436.75,0.1785,0.1265,436.75
436.75,0.1356,0.155,430.75
430.75,0.12266666666666665,0.231,426.5
426.5,0.1414,0.1054,422.25
422.25,0.14033333333333334,0.17416666666666664,421.25
421.25,0.13025,0.152875,424.25
424.25,0.1194,0.1246,421.25
421.25,0.13433333333333333,0.09383333333333334,424.75
424.75,0.13333333333333333,0.15499999999999994,425.5
425.5,0.10800000000000001,0.09111111111111113,420.75
420.75,0.1152,0.08259999999999998,425.75
425.75,0.13424999999999998,0.14625,429.25
429.25,0.25225000000000003,0.06050000000000001,427.25
427.25,0.099,0.15425,430.25
430.25,0.1264,0.16899999999999998,423.0
423.0,0.15133333333333335,0.13033333333333333,423.62
423.62,0.1496,0.1016,428.75
428.75,0.1958571428571429,0.07057142857142858,434.12
434.12,0.13716666666666666,0.09033333333333332,433.38
433.38,0.15266666666666667,0.10800000000000001,429.75
429.75,0.1337142857142857,0.11771428571428573,421.25
421.25,0.134,0.165,422.25
422.25,0.08666666666666667,0.11666666666666665,418.5
418.5,0.1416,0.14140000000000005,406.75
406.75,0.184,0.11900000000000001,405.75
405.75,0.14557142857142855,0.08871428571428573,419.0
419.0,0.1525,0.0785,427.25
427.25,0.12733333333333333,0.08916666666666667,426.0
426.0,0.14966666666666667,0.13066666666666668,431.5
431.5,0.12240000000000002,0.117,432.62
432.62,0.162,0.10175,456.0
456.0,0.1426,0.0886,454.5
454.5,0.100375,0.121375,453.5
453.5,0.11344444444444444,0.08255555555555555,438.25
438.25,0.14528571428571427,0.07857142857142857,443.0
443.0,0.1668,0.0758,434.0
434.0,0.081625,0.111125,429.75
429.75,0.1065,0.11233333333333334,431.75
431.75,0.128,0.1076,433.5
433.5,0.1595,0.12975,432.75
432.75,0.14400000000000002,0.1065,424.25
424.25,0.1885,0.132,425.0
425.0,0.10533333333333332,0.16316666666666665,427.5
427.5,0.1245,0.08583333333333333,426.0
426.0,0.14400000000000002,0.099,435.5
435.5,0.1622,0.0992,434.75
434.75,0.091,0.13566666666666669,429.12
429.12,0.1145,0.09233333333333332,432.5
432.5,0.1375,0.1175,430.75
430.75,0.12133333333333332,0.17666666666666667,438.75
438.75,0.08433333333333333,0.16866666666666666,429.38
429.38,0.18133333333333332,0.135,429.5
429.5,0.1352,0.1246,429.25
429.25,0.13433333333333333,0.16266666666666665,429.25
429.25,0.081,0.10666666666666667,429.5
429.5,0.13799999999999998,0.13866666666666666,435.75
435.75,0.13579999999999998,0.06639999999999999,444.75
444.75,0.1116,0.0794,449.75
449.75,0.12275,0.1205,445.75
445.75,0.14075,0.08249999999999999,434.0
434.0,0.1478,0.095,444.5
444.5,0.08859999999999997,0.1274,443.12
443.12,0.13766666666666666,0.117,454.75
454.75,0.16033333333333336,0.10333333333333332,466.0
466.0,0.2175,0.15275,467.75
467.75,0.12720000000000006,0.145,471.75
471.75,0.095,0.16766666666666666,464.75
464.75,0.111,0.1504,461.0
461.0,0.1075,0.13225,460.0
460.0,0.1775,0.0925,466.25
466.25,0.1105,0.11450000000000002,469.0
469.0,0.13142857142857142,0.05228571428571428,473.25
473.25,0.102,0.07011111111111111,495.88
495.88,0.10649999999999997,0.068,525.75
525.75,0.13316666666666666,0.11416666666666668,554.38
554.38,0.12933333333333333,0.15366666666666665,558.75
558.75,0.12816666666666668,0.13433333333333333,538.62
538.62,0.14750000000000002,0.06675,535.25
535.25,0.1406,0.16,550.5
550.5,0.11275,0.09025,553.25
553.25,0.10149999999999998,0.11116666666666668,536.5
536.5,0.13399999999999998,0.056200000000000014,511.62
511.62,0.10939999999999997,0.10779999999999998,510.75
510.75,0.1372,0.1004,506.5
506.5,0.10533333333333332,0.10066666666666667,504.75
504.75,0.122,0.054000000000000006,503.62
503.62,0.12566666666666668,0.06966666666666667,505.62
505.62,0.11900000000000001,0.1172,499.5
499.5,0.1745,0.13275,488.88
488.88,0.13125,0.09275,475.12
475.12,0.1376,0.0856,478.0
478.0,0.1305,0.152,480.75
480.75,0.105,0.17550000000000002,481.25
481.25,0.17225,0.133,474.25
474.25,0.114,0.126,461.5
461.5,0.1423333333333333,0.17866666666666667,461.0
457.5,0.133,0.12766666666666668,455.0
455.0,0.18125,0.07225000000000001,463.75
463.75,0.105,0.127,457.0
457.0,0.09157142857142857,0.0757142857142857,459.75
459.75,0.1375,0.10083333333333333,440.25
440.25,0.1945,0.15125,439.25
439.25,0.17275,0.16325,440.5
440.5,0.156,0.19633333333333333,430.0
430.0,0.13533333333333333,0.184,419.25
419.25,0.1165,0.1575,414.0
414.0,0.1655,0.1375,416.25
416.25,0.1858,0.1076,410.0
410.0,0.11733333333333335,0.17633333333333334,403.0
403.0,0.1174,0.1278,403.12
403.12,0.1536,0.11100000000000003,409.25
409.25,0.16,0.15933333333333333,410.0
410.0,0.1445,0.16825,428.75
428.75,0.1265,0.17525000000000002,429.5
429.5,0.16949999999999998,0.08999999999999997,429.75
429.75,0.14140000000000005,0.0858,435.5
435.5,0.159,0.092,438.88
438.88,0.1905,0.10125,443.5
443.5,0.1252,0.0994,445.75
445.75,0.12025,0.103,437.5
437.5,0.1198,0.0918,437.75
437.75,0.13299999999999998,0.1078,434.5
434.5,0.1256,0.0684,442.5
442.5,0.1326,0.10180000000000004,444.5
444.5,0.135,0.14300000000000002,442.0
442.0,0.16833333333333333,0.12933333333333333,448.75
448.75,0.183,0.12225,444.0
444.0,0.1456,0.06899999999999999,442.75
442.75,0.12,0.13549999999999998,449.5
449.5,0.1185,0.11025,452.75
452.75,0.1252,0.1258,449.5
449.5,0.18433333333333332,0.09783333333333333,454.0
454.0,0.17166666666666666,0.12166666666666665,453.5
453.5,0.09,0.16699999999999998,461.5
461.5,0.11233333333333333,0.07033333333333333,454.75
454.75,0.15666666666666665,0.16633333333333333,448.25
448.25,0.16814285714285712,0.07471428571428572,444.75
444.75,0.1165,0.11775,448.5
448.5,0.14675,0.1025,442.5
442.5,0.14933333333333332,0.10483333333333332,441.25
441.25,0.15150000000000002,0.1265,444.0
444.0,0.1412,0.0936,436.0
436.0,0.08099999999999999,0.09300000000000001,435.88
435.88,0.12275,0.10625,433.5
433.5,0.16122222222222224,0.057777777777777775,430.25
430.25,0.184,0.113,439.75
439.75,0.1708,0.0912,436.25
436.25,0.14450000000000002,0.126,434.75
434.75,0.1132,0.094,430.0
430.0,0.17266666666666666,0.15533333333333332,432.75
432.75,0.18433333333333332,0.09933333333333333,425.88
425.88,0.162,0.13333333333333333,437.25
437.25,0.1375,0.06925,437.75
437.75,0.113,0.07880000000000001,435.0
435.0,0.12575,0.1195,431.75
431.75,0.141,0.131,427.0
427.0,0.12475,0.13,425.25
425.25,0.13875,0.08175,418.5
418.5,0.14440000000000006,0.09699999999999999,418.5
418.5,0.059000000000000004,0.035,425.75
425.75,0.14733333333333334,0.09933333333333333,425.25
425.25,0.16033333333333336,0.14166666666666666,431.0
431.0,0.1105,0.1215,427.0
427.0,0.13542857142857145,0.07257142857142858,426.5
426.5,0.11375,0.12725,428.75
428.75,0.16524999999999998,0.17600000000000002,431.75
431.75,0.09725,0.213,423.75
423.75,0.11,0.14475000000000002,428.0
428.0,0.1282,0.1136,419.25
419.25,0.11866666666666666,0.09600000000000003,421.5
421.5,0.14266666666666666,0.15466666666666667,427.75
427.75,0.1675,0.11,422.12
422.12,0.11900000000000001,0.08833333333333332,424.5
424.5,0.1275,0.127,422.25
416.0,0.1555,0.126,409.12
409.12,0.11966666666666664,0.15233333333333335,429.5
429.5,0.12728571428571428,0.09300000000000001,434.75
434.75,0.134,0.0975,434.38
434.38,0.128,0.10025,438.75
438.75,0.10933333333333334,0.15133333333333335,435.25
435.25,0.14300000000000002,0.152,432.0
432.0,0.1182,0.1106,425.5
425.5,0.13375,0.10300000000000001,421.25
421.25,0.1445,0.14125,419.0
419.0,0.114,0.08800000000000001,413.25
413.25,0.1326,0.1042,411.25
411.25,0.11440000000000003,0.112,417.25
417.25,0.10566666666666667,0.10783333333333334,417.75
417.75,0.15166666666666664,0.13,418.0
418.0,0.1443333333333333,0.13633333333333333,420.75
420.75,0.09675,0.08499999999999999,420.0
420.0,0.10375,0.12725,423.0
423.0,0.1125,0.1535,427.0
427.0,0.111,0.17025,424.75
424.75,0.16666666666666666,0.12166666666666665,422.25
422.25,0.129,0.16833333333333333,427.25
427.25,0.17333333333333334,0.098,426.75
426.75,0.168,0.011000000000000001,427.5
427.5,0.128,0.095,434.25
434.25,0.12433333333333335,0.18466666666666667,435.0
435.0,0.117,0.14333333333333334,433.5
433.5,0.135,0.173,431.0
431.0,0.1055,0.08600000000000001,427.0
427.0,0.12475,0.12725,431.75
431.75,0.0964,0.099,434.0
434.0,0.12828571428571428,0.07885714285714286,433.75
433.75,0.1668,0.0956,420.75
420.75,0.1395,0.1305,416.25
416.25,0.1495,0.0965,421.5
421.5,0.14400000000000002,0.10333333333333332,424.75
424.75,0.11466666666666665,0.111,423.25
423.25,0.142,0.14833333333333334,425.5
425.5,0.20199999999999999,0.079,421.75
421.75,0.0982,0.08779999999999999,432.5
432.5,0.11625,0.09125,434.25
434.25,0.1235,0.135,442.25
442.25,0.098,0.03,449.0
451.5,0.10066666666666667,0.18666666666666665,451.25
451.25,0.10433333333333336,0.1396666666666667,447.0
447.0,0.1158,0.1352,442.0
442.0,0.12300000000000001,0.09025,446.75
446.75,0.11057142857142856,0.06928571428571427,461.0
461.0,0.12257142857142855,0.09985714285714284,456.5
456.5,0.117,0.07266666666666667,449.25
